PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad (ml/l),Carga máxima (kg),Color,Componente de fijación,Embalaje,Longitud (cm),Peso (kg),Plegable,Posición,Rango de uso,Terminales,Tipo de soporte,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
3032166,,,BIKE LIFT,BLIFT KIT REAR BIKE STAND RED,"Caballete trasero universal BIKE LIFT rojo con soportes en ""V""- RS-17",102.92,85.06,55.29,,2,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title>
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<p>Soporte trasero universal con 4 ruedas para máxima estabilidad.</p>
<p> </p>
<ul start=""1"">
<li>Entregado con adaptadores tipo v</li>
<li>Adaptadores de unidad disponibles</li>
<li>Ancho mínimo/máximo: 310mm a 370mm</li>
<li>Carga máxima: 200Kg</li>
</ul>
</body>
</html>","






Soporte trasero universal con 4 ruedas para máxima estabilidad.
 

Entregado con adaptadores tipo v
Adaptadores de unidad disponibles
Ancho mínimo/máximo: 310mm a 370mm
Carga máxima: 200Kg


",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4400,1,1,1,,,,,Rojo,,,,,,Trasero,,,V,,,https://api.mybihr.com/medias/3032166-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhRFl6TDJnMk15ODVNREV4TVRFM05qZzJPREUwTHpNd016SXhOall0TVY4NE1EQlhlRGd3TUVnfDJkNmRiMmRmMTk4ZTYyOGJmN2M0NGVkNTEzZTM1MzkyMjEyYzJiOWNlMjZjOTk4YmRjNTIxMjVhNWI2NGZiYzY,https://api.mybihr.com/medias/3032166-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDV8aW1hZ2UvanBlZ3xhREUzTDJnd1pTODVNREV4TVRFNE1EZ3dNRE13THpNd016SXhOall0TWw4NE1EQlhlRGd3TUVnfGRmZjA1Y2M5MjMyODliOGY5OTE1ZjE3NmIyODljNmFmZDQ3ODBlN2EyMjA4NjRlZGMyZTA2NmRmYmJjOGQ1ZDk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
3032168,892051,,BIKE LIFT,BLIFT KIT REAR BIKE STAND GREEN,"Caballete trasero BIKE LIFT universal verde con soportes en ""V""- RS -17",102.92,85.06,55.29,892051,1,8714109090,0,1,"Caballete trasero universal, con cuatro ruedas para la máxima estabilidad. 			Viene con soportes de goma en forma de V, también disponibles por separado. Anchura min/máx.: 310/370 mm Carga máxima: 200 Kg","Caballete trasero universal, con cuatro ruedas para la máxima estabilidad. 			Viene con soportes de goma en forma de V, también disponibles por separado. Anchura min/máx.: 310/370 mm Carga máxima: 200 Kg",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4400,1,1,1,,,,,Verde,,,,,,Trasero,,,V,,,https://api.mybihr.com/medias/3032168-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA2NTJ8aW1hZ2UvanBlZ3xhREF6TDJnd1pDODVNREV4TVRFNE9EWTJORFl5THpNd016SXhOamd0TVY4NE1EQlhlRGd3TUVnfDRiNDg1ZGY1ZjQxYmQyNDRmZGRlY2IzYzg5ZDEzMGRkNzk5OTQ0MzkxZTVmYjllM2FlYThlNDg0MTRmOGNiNGY,https://api.mybihr.com/medias/3032168-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDV8aW1hZ2UvanBlZ3xhRE5qTDJnMk1pODVNREV4TVRFNU1qVTVOamM0THpNd016SXhOamd0TWw4NE1EQlhlRGd3TUVnfDYyOGIwYWZhMzA2MGZlZDkxNDlhYTMzZDg3MTQ5M2JlNDU5YjlkNjIxMzAxM2FlMTY5YmJlNWVlZWU1YTkzZmM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
3032162,892054,,BIKE LIFT,BLIFT KIT FRONT BIKE STAND MAGN,"Caballete trasero BIKE LIFT universal magnesió con soportes en ""V""- RS -17",102.92,85.06,55.29,892054,0,8714109090,0,1,"Caballete trasero universal, con cuatro ruedas para la máxima estabilidad. 			Viene con soportes de goma en forma de V, también disponibles por separado. Anchura min/máx.: 310/370 mm Carga máxima: 200 Kg","Caballete trasero universal, con cuatro ruedas para la máxima estabilidad. 			Viene con soportes de goma en forma de V, también disponibles por separado. Anchura min/máx.: 310/370 mm Carga máxima: 200 Kg",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4400,1,1,1,,,,,Magnesio,,,,,,Trasero,,,V,,,https://api.mybihr.com/medias/3032162-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA0MDJ8aW1hZ2UvanBlZ3xhREZqTDJnMU5TODVNREV4TURneE56Y3pNRGcyTHpNd016SXhOakl0TVY4NE1EQlhlRGd3TUVnfDZiZDM5MzViYTM0Y2I0NDRiYjc1ODNkMDQ4MTRjZTZkMDhiYjQ0NTdmMGQ0YmU2NzRhNDMyOWJmY2U2MmUzODQ,https://api.mybihr.com/medias/3032162-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDV8aW1hZ2UvanBlZ3xhREZqTDJnd01DODVNREV4TURneU1UWTJNekF5THpNd016SXhOakl0TWw4NE1EQlhlRGd3TUVnfGVlYzRlNjZkYTM4MjNiNDEwNjc0YTFlYzAxYmVkNjZmMGU4ZDNhZTBmMWQ0NDczYmQ4OWNjY2FjZmYyMjNjNzc,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
3032164,,,BIKE LIFT,BLIFT KIT BIKE STAND BLUE,"Caballete trasero universal BIKE LIFT azul con soportes de goma en ""L""- RS-17",102.92,85.06,55.29,,0,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title>
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<p>Soporte trasero universal con 4 ruedas para máxima estabilidad.</p>
<p> </p>
<ul start=""1"">
<li>Entregado con adaptadores de goma tipo L</li>
<li>Adaptadores de unidad disponibles</li>
<li>Ancho min/máx: 310mm a 370mm</li>
<li>Carga máxima: 200Kg</li>
</ul>
</body>
</html>","



 



Soporte trasero universal con 4 ruedas para máxima estabilidad.
 

Entregado con adaptadores de goma tipo L
Adaptadores de unidad disponibles
Ancho min/máx: 310mm a 370mm
Carga máxima: 200Kg


",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4950,1,1,1,,,,,Azul,,,,,,Trasero,,,L,,,https://api.mybihr.com/medias/3032164-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk4MDl8aW1hZ2UvanBlZ3xhRGd6TDJnM01DODVNREV4TURnek16UTFPVFV3THpNd016SXhOalF0TVY4NE1EQlhlRGd3TUVnfGNiOTI5OTZmOWIzZjgzNzU2MGE0YmQzMjQzMDg4MzMwOWU4MWUxZGZhNWFmYTgzYzkyMDlmNDA3ODViN2Y2MmE,https://api.mybihr.com/medias/3032164-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzU0MTB8aW1hZ2UvanBlZ3xhREV4TDJnM1pTODVNREV4TURnek56TTVNVFkyTHpNd016SXhOalF0TWw4NE1EQlhlRGd3TUVnfDYxMjFhNGIzMjFkMTVkOTk1OTczMzY5NzhmMDlkOTQzYmEyMjc2NzAyODc2YjU2NmViODkxODU0YTliYjJiOGQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
3032169,,,BIKE LIFT,BLIFT KIT REAR BIKE STAND GREEN,"Caballete trasero universal BIKE LIFT verde con soportes de goma en ""L""- RS-17",102.92,85.06,55.29,,1,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title>
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<p>Soporte trasero universal con 4 ruedas para máxima estabilidad.</p><p> </p><ul start=""1"">
<li>Incluye adaptadores de goma tipo L</li><li>Adaptadores unitarios disponibles</li><li>Ancho mínimo/máximo: 310mm a 370mm</li><li>Carga máxima: 200Kg</li></ul>
</body>
</html>","



 



Soporte trasero universal con 4 ruedas para máxima estabilidad. 
Incluye adaptadores de goma tipo LAdaptadores unitarios disponiblesAncho mínimo/máximo: 310mm a 370mmCarga máxima: 200Kg

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4950,1,1,1,,,,,Verde,,,,,,Trasero,,,L,,,https://api.mybihr.com/medias/3032169-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA2Mzl8aW1hZ2UvanBlZ3xhR1JqTDJnMlppODVNREV4TVRFNU5qVXlPRGswTHpNd016SXhOamt0TVY4NE1EQlhlRGd3TUVnfGUyNDM3ZDg0MjIxYzZmNWRlZDJhNzRhYmNmMWJjM2FjZWU4OWMxM2UxZDRmNjRjZjIxZWU1OGE1NWU4ZDc2ZTU,https://api.mybihr.com/medias/3032169-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzU0MTB8aW1hZ2UvanBlZ3xhREl6TDJnNFpDODVNREV4TVRJd01EUTJNVEV3THpNd016SXhOamt0TWw4NE1EQlhlRGd3TUVnfDc2MzljNGI5NGFhZDQ2YjY5OTgwMjU1NmI1MDdmMGFhOTY0YjViNTNjN2E0ZjA3YjZkN2U4NGNiOTBlMmZmNTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
3032170,,,BIKE LIFT,BLIFT KIT REAR BIKE STAND MAGN,"Caballete trasero universal BIKE LIFT magnesio con soportes de goma en ""L""- RS-17",102.92,85.06,55.29,,0,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style> 
</head> 
<body> 
<p>Soporte trasero universal con 4 ruedas para máxima estabilidad.</p>
<p> </p>
<ul start=""1""> 
<li>Incluido con adaptadores de goma en forma de L</li>
<li>Adaptadores de unidad disponibles</li>
<li>Ancho mínimo/máximo: 310mm a 370mm</li>
<li>Carga máxima: 200Kg</li>
</ul> 
</body> 
</html>","
 
 

  
 
 
 
Soporte trasero universal con 4 ruedas para máxima estabilidad.
 
 
Incluido con adaptadores de goma en forma de L
Adaptadores de unidad disponibles
Ancho mínimo/máximo: 310mm a 370mm
Carga máxima: 200Kg
 
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,0,4950,1,1,1,,,,,Magnesio,,,,,,Trasero,,,L,,,https://api.mybihr.com/medias/3032170-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA0MTR8aW1hZ2UvanBlZ3xhRGsyTDJnM1ppODVNREV4TVRJd05ETTVNekkyTHpNd016SXhOekF0TVY4NE1EQlhlRGd3TUVnfGVhZTkwMWEzOTVlN2JlYmViNWI4YjczNDI2MWViNWVkZmQ1NWIyYzA1ODcwMzZmZTJkNWJkZDE3YzIyMGE5NTk,https://api.mybihr.com/medias/3032170-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzU0MTB8aW1hZ2UvanBlZ3xhR1JoTDJneE15ODVNREUxTURZeU5qVTVNVEF5THpNd016SXhOekF0TWw4NE1EQlhlRGd3TUVnfDU4YWU3ZTZiMDdhN2M0MWNmMjE1YjgxMTU4YWY4OWRhNjY3NWFlOGYzMzg1MTY2ODgxNDU5MzVhNTdkMTgxNDQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053578,29498,901220101000,BIKE LIFT,BLIFT BIKE STAND REAR STAND 360°,Caballete trasero móvil - RE-M,292.00,241.32,156.86,8430525294981,1,7326909890,0,0,"Caballete trasero Universal giratorio 360º. Evolución del modelo RS-17 en formato completamente móvil y plegable. Adecuado para ahorrar espacio en el garaje, asi como para poder mover la moto cuando está situada en el caballete. <br><br><strong>Altura:</strong> 33cm.<br><strong>Importante:</strong> Apto exclusivamente para usar con el par de adaptadores “V” apoyo a los diabolos.<br>","Caballete trasero Universal giratorio 360º. Evolución del modelo RS-17 en formato completamente móvil y plegable. Adecuado para ahorrar espacio en el garaje, asi como para poder mover la moto cuando está situada en el caballete. Altura: 33cm.Importante: Apto exclusivamente para usar con el par de adaptadores “V” apoyo a los diabolos.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,163391,8803,750,637,342,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053578-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczMTJ8aW1hZ2UvanBlZ3xhRGRpTDJneVlpODVNREV5TXpNek9EQTFOVGs0THpFd05UTTFOemd0TVY4NE1EQlhlRGd3TUVnfGJjNjFmNmM2MTI4Yjc4MzFhNDZmY2VhN2ViNmUxM2NkZThlNGI1NzgzYzkxZjc3YzM1YTExY2FkY2QwMGU1M2M,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053589,29479,902040000000,BIKE LIFT,"BLIFT SPARE PART PIN Ø30,0MM ALU BMW","Perno RS16R adaptador para BMW F650CS, F800S/ST 30 mm - PMB-650",31.61,26.12,18.28,8430525294790,1,7616999099,0,1,"<p>Bike Lift PMB-650. <br>Perno BMW. F650CS, F800S/ST.<br></p><p>&nbsp;</p>","
Bike Lift PMB-650. Perno BMW. F650CS, F800S/ST.
 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,341,355,208,41,40,,,,,,,,,,,,,,Bulón,,,https://api.mybihr.com/medias/1053589-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4NDV8aW1hZ2UvanBlZ3xhR1U1TDJnMVpTODRPVGN4TXpnd05qSXhNelF5THpFd05UTTFPRGt0TVY4NE1EQlhlRGd3TUVnfDUwMTg1OTUyNGNmNTJmMWVkNDU1NTUxYWEyNmM3YWYxM2RmMzRiMTkyODcwMTc0Zjc5YzRhYWNjNzMzMTEwOWM,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053597,29514,903020000000,BIKE LIFT,BLIFT SAR-10 ROLLER ADAPTERS,Soportes pivotantes para caballete bajo la horquilla - SAR-10,58.78,48.58,34.01,8430525295148,7,7326909890,0,1,Par de adaptadores pivotantes.,Par de adaptadores pivotantes.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,2773,1241,184,157,96,,,,,,,,,,,,,,Rodillos,,,https://api.mybihr.com/medias/1053597-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY0NTN8aW1hZ2UvanBlZ3xhR0prTDJoa015ODRPVGN4TXpneE9UazNOVGs0THpFd05UTTFPVGN0TVY4NE1EQlhlRGd3TUVnfDI0MGNjMzY0YjBmZjk1MTIwMzgxZGFiMTVmZTg5ZTAzMTBjZjU3MWQzZjlkZGRhODM1ZjE4NTk3ZjgxZjk4ZmQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053598,29515,903030100000,BIKE LIFT,BLIFT SBG-10 SUPPORT L,Soportes planos universales para caballete trasero - SBG-10,26.87,22.21,15.55,8430525295155,23,7326909890,0,1,<p>Par de soportes planos de goma universales para apoyar directamente al basculante.<o:p></o:p></p>,"
Par de soportes planos de goma universales para apoyar directamente al basculante.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,1340,950,175,132,58,,,,,,,,,,,,,,L,,,https://api.mybihr.com/medias/1053598-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAwMzF8aW1hZ2UvanBlZ3xhR00yTDJoa1pDODRPVGN4TXpneU1UazBNakEyTHpFd05UTTFPVGd0TVY4NE1EQlhlRGd3TUVnfGI1ZDk0NzY1ZGJjMzZjZWQ5OTlkNjEzOTM4NTI3NWUwNzc2ODAyM2M1Y2ZjODI5YjM0NmRjZmI0MmZlYWMzN2Y,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053571,29465,901020101000,BIKE LIFT,BLIFT BIKE STAND FRONT UNIVERSAL RED,Caballete delantero para horquilla BIKE LIFT rojo - FS-10,76.05,62.85,40.85,8430525294653,6,7326909890,0,1,"<p>Bike LIft FS-10<br>Caballete delantero a la horquilla. Fabricado en tubo de acero de una sola pieza de Ø35 mm, pintado de rojo especial a base de polvo de poliéster. Incluye 4 ruedas de nylon de Ø90mm para situar fácilmente el caballete en el vehiculo y los soportes para el apollo. Es el elegido por mecánicos y pilotos de todo el mundo. <br><br><strong>Altura:</strong> 32 cm.</p><p>&nbsp;</p><p><font color=#ff0000>Soportes no incluidos.</font></p>","
Bike LIft FS-10Caballete delantero a la horquilla. Fabricado en tubo de acero de una sola pieza de Ø35 mm, pintado de rojo especial a base de polvo de poliéster. Incluye 4 ruedas de nylon de Ø90mm para situar fácilmente el caballete en el vehiculo y los soportes para el apollo. Es el elegido por mecánicos y pilotos de todo el mundo. Altura: 32 cm.
 
Soportes no incluidos.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,95744,3750,440,680,320,,,,,Rojo,,,,,,Delantero,,,Sin Soporte,,,https://api.mybihr.com/medias/1053571-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0OTh8aW1hZ2UvanBlZ3xhREE0TDJnek9TODVNREV5TXpNek5ERXlNemd5THpFd05UTTFOekV0TVY4NE1EQlhlRGd3TUVnfGZmZDc2YTQyZDcxOGU1NzQ2NzM3ZmEzMzRiNWU5NjY4YzUzOWJjNDcwM2QzNTk2MjBlZTk0MzA1OGNiMGE1MGU,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1088162001,29501,901010101000-RE,BIKE LIFT,"BLIFT BIKE STAND REAR STAND, RED",Caballete trasero universal BIKE LIFT RS-17,76.05,62.85,40.85,8430525295018,16,7326909890,0,0,"<p>Bike Lift RS-17</p><p>Caballete trasero Universal. Fabricado en tubo de acero de una sola pieza de Ø35 mm, pintado de rojo especial a base de polvo de poliéster. Incluye 4 ruedas de nylon de Ø90mm para situar fácilmente el caballete en el vehiculo. Es el modelo nº1 de los caballetes Bike Lift, cosechando gran éxito desde su lanzamiento al mercado en 2005, gracias a su gran estabilidad y facilidad de uso. Es uno de los modelos mas vendidos del mundo, asi como el mas imitado tambien por la competencia.<br><br><strong>Altura:</strong> 33cm.</p><p>&nbsp;</p>","
Bike Lift RS-17
Caballete trasero Universal. Fabricado en tubo de acero de una sola pieza de Ø35 mm, pintado de rojo especial a base de polvo de poliéster. Incluye 4 ruedas de nylon de Ø90mm para situar fácilmente el caballete en el vehiculo. Es el modelo nº1 de los caballetes Bike Lift, cosechando gran éxito desde su lanzamiento al mercado en 2005, gracias a su gran estabilidad y facilidad de uso. Es uno de los modelos mas vendidos del mundo, asi como el mas imitado tambien por la competencia.Altura: 33cm.
 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Rojo,154440,4000,720,550,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088162001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhRFUzTDJneFpDODRPVGd3TmpJNU1UVTVPVFkyTHpFd09EZ3hOakl3TURFdE1WODRNREJYZURnd01FZ3wzYTQ3MjBiZWY0OTZjZjAyZDY1ZjFjNjIwMGNiMWJjMTI3YmFmZjQ0Njc3ZTA5MWY3YWZkMDYwOTliOTQzYjJl,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1088162004,,901010101000-GR,BIKE LIFT,"BLIFT BIKE STAND REAR STAND, GRN",Caballete trasero BIKE LIFT verde - RS-17,76.05,62.85,40.85,3661738048916,1,7326909890,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Verde,154440,4000,550,720,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088162004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA2NTJ8aW1hZ2UvanBlZ3xhRFF6TDJobFlpODVNREV4TmprMU56UTNNVEF5THpFd09EZ3hOakl3TURRdE1WODRNREJYZURnd01FZ3xhYzM1YTRmMTgzOWNlODU1NjIzOWFmYTliODRlNDNjNWFmNDg4ZjViMTg2ZmY2OWMxYTFjN2FhN2M2MmIwMjc1,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1088162003,,901010101000-BL,BIKE LIFT,"BLIFT BIKE STAND REAR STAND, BLU",Caballete trasero azul BIKE LIFT - RS-17,76.05,62.85,40.85,3661738048909,0,7326909890,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Azul,154440,4000,550,720,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088162003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk4MTF8aW1hZ2UvanBlZ3xhR0kyTDJnd1ppODRPVGd3TmpJNU5UVXpNVGd5THpFd09EZ3hOakl3TURNdE1WODRNREJYZURnd01FZ3wxYTcyZmQxNzVhYzgzNGZjMzc1ZTI4NmNjMmExZjMzY2Y0MTdlNTRmODZiMGIwMmQxNjI3NmY0ZWUzMzBmODM0,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1088162005,,901010101000-MG,BIKE LIFT,"BLIFT BIKE STAND REAR STAND, MAG",Caballete trasero de magnesio BIKE LIFT - RS-17,76.05,62.85,40.85,3661738048923,0,7326909890,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Magnesio,154440,4000,550,720,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088162005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA0MDJ8aW1hZ2UvanBlZ3xhREU1TDJoa1ppODVNREV6TmpJNU56YzVPVGs0THpFd09EZ3hOakl3TURVdE1WODRNREJYZURnd01FZ3xiNWE5Y2E4MzQ0NWMwNDRlYzE3ZmYyODEwN2M5OTcxNWE4YzBjMGU2NzAzM2ZhY2ExMjAzM2NhNDAyY2Y0Mzg0,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1088162002,,901010101000-BK,BIKE LIFT,"BLIFT BIKE STAND REAR STAND, BLK",Caballete trasero negro BIKE LIFT - RS-17,76.05,62.85,40.85,8053288160470,0,7326909890,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Negro,154440,4000,720,550,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088162002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk0MjB8aW1hZ2UvanBlZ3xhRFZrTDJoa09DODVNREV6TmpJNU5UZ3pNemt3THpFd09EZ3hOakl3TURJdE1WODRNREJYZURnd01FZ3wwNTBiZjZlOTMzNDcyYzliNDQwNDFmNTg5MzA0NDg3YThlYmM3MDYwMDk5ZTFhMjhiYmU4NzQ2MWY4NGMxYjk5,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053604,29506,RS-S-MI,BIKE LIFT,BLIFT SPARE PART ADAPTER FOR MINARELLI,Adaptador motor Minarelli para caballete trasero scooter,26.97,22.29,15.60,8430525295063,4,7326909890,0,1,Pletina de adaptación para motores Minarelli.<br>,Pletina de adaptación para motores Minarelli.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,405,186,114,111,32,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053604-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk3NDV8aW1hZ2UvanBlZ3xhRFZtTDJnMlpDODRPVGN4TXpnek16Y3pPRFUwTHpFd05UTTJNRFF0TVY4NE1EQlhlRGd3TUVnfDRhZWRiYzAwYjM3ODA4YWE4MjAyNzlhOTg5ZjQ3OTEyY2RjYTYwYTRhNjU0YzM1YWJjOTZhZDllNTZiOGM4MzY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1053614,29513,SAG-10,BIKE LIFT,BLIFT SPARE PART FLAT SUPPORT PIAGGIO,Soportes planos para caballete bajo la horquilla,21.07,17.41,12.19,8430525295131,3,7318130000,0,1,Par de adaptadores de goma planos universales.<br>,Par de adaptadores de goma planos universales.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,1621,940,132,178,69,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053614-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA3NTB8aW1hZ2UvanBlZ3xhR1poTDJnME9TOHhOVFF5TmpJMk1UVXhOak14T0M4eE1EVXpOakUwTFRGZk9EQXdWM2c0TURCSXw5MTU4Y2IxYmFkMDFlOWVlNWRiOGUxNzdkNTA4OGU2MzliN2RiZTZkYzgxNzIyYzA1ZjgzYmIyNTI4OTg3YzZj,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1062881,,510300000100,BIKE LIFT,BLIFT SPARE PART STAND CLIPS,Clips para quilla BIKE LIFT eje Ø 10mm,0.28,0.23,0.16,892832,1,8467890000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,2,3,16,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
