PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Uso recomendado,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1042090,42600013,KITG-43O,SKF,SKF FORK SEAL & DUST KIT 43MM,"Kit de retén y guardapolvo de horquilla SKF - Öhlins 43x55,1x9 mm",37.38,30.89,21.62,8050040148769,0,8482109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.</p><p> </p><ul> <li>Fork seal</li><li>With dirt scraper</li><li>Proof and reliable</li><li>For 1 fork arm</li></ul> </body> </html>","       SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.  Fork sealWith dirt scraperProof and reliableFor 1 fork arm  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,339,51,137,118,21,,,,,,,,,,,https://api.mybihr.com/medias/1042090-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRGszTDJoaVl5ODRPVGN3TWpFME5UTTVNamswTHpFd05ESXdPVEF0TVY4NE1EQlhlRGd3TUVnfGYyMzU4ZmY0Yzg2YmYzZjQwNGM2ZTdjZDQwYzBjNTk2MTY0Mzc0MmIwMzVmNTZiNDVjOTQyYzk3YTlmODgwZDc,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042105,770859,KITG-38P,SKF,SKF FORK SEAL & DUST KIT 38MM,"Kit de retén y guardapolvo de horquilla SKF - Paioli 38x50x7,5 mm",37.38,30.89,21.62,8050040140107,0,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,317,48,119,121,22,,,,,,,,,,,https://api.mybihr.com/medias/1042105-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR1l3TDJnM1pDODRPVGN3TWpFM05EZzROREUwTHpFd05ESXhNRFV0TVY4NE1EQlhlRGd3TUVnfDc2ZGM3YTdmMmRkZGM2Njc5Y2Q2ZDYwZmEzYzQ2YjNmYzIzMzk1M2FkZTM1NzJhOGViNmZjYzFkMGJmZmMyOGI,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042108,770875,KITB-41S,SKF,SKF FORK SEAL & DUST KIT 41MM,Kit de retén y guardapolvo de horquilla SKF - Showa 41x54x9 mm,37.38,30.89,21.62,8050040140220,0,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,309,60,118,119,22,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1042108-1.jpg?context=bWFzdGVyfHJvb3R8ODMwOTF8aW1hZ2UvanBlZ3xhR1ptTDJneVlpODJNekEyTWpRM09EUXlNakEwTmk4NE1EQlhlRGd3TUVoZk1UQTBNakV3T0MweExtcHdad3w3NzI5Y2Q2N2IwMzFjYzZiMWVmNWZkMmUzNjk0YzYzNGVmM2M2Y2I0NzYzOGViYmIzYTk1ZWEzMmNhZGFkMzNh,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042113,770857,KITG-49S,SKF,SKF FORK SEAL & DUST KIT 49MM,Kit de retén y guardapolvo de horquilla SKF - Showa 49x60x10 mm,37.38,30.89,21.62,8050040140848,13,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,329,52,130,115,22,,,,,,,,,,,https://api.mybihr.com/medias/1042113-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFZqTDJoaVl5ODRPVGN3TWpFNU1EWXhNamM0THpFd05ESXhNVE10TVY4NE1EQlhlRGd3TUVnfDdjMDZmMjA0MGY2NzdiM2FiMTY4MzNhYWVhMjdlNmQ5ZDdjYTFmNTQ2YTFkZmRkYjJiMzU1OTY2ZWIxMzdlYWY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042120,770865,KITG-43M,SKF,SKF FORK SEAL & DUST KIT 43MM,Kit de retén y guardapolvo de horquilla SKF - Marzocchi 43x54x9 mm,37.38,30.89,21.62,8050040140329,8,8482109090,0,1,<p>SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.</p><p> </p><ul><li>Retén de horquilla</li><li>Con guardapolvos</li><li>Testada y fiable</li><li>Para horquillas monobrazo</li></ul>,"
SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.
 Retén de horquillaCon guardapolvosTestada y fiablePara horquillas monobrazo",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,253,36,115,116,19,,,,,,,,,,,https://api.mybihr.com/medias/1042120-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRGhrTDJnMk9DODRPVGN3TWpJd05ETTNOVE0wTHpFd05ESXhNakF0TVY4NE1EQlhlRGd3TUVnfDU0OTk4YjQ1NTU2OGMyMmNmNDQwMWFmYzUzY2Q3MmRkNTExZWJlZDQwY2MyZTY1ZDVhMmZiZWY3YjBhMGRhMzA,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042149,776906,SH2-KYB1650,SKF,SKF UNIT SHOCK ABSORBER,Cabezal amortiguador SKF Honda CRF450R Kawasaki KX-F450,70.41,58.19,40.73,8050040147977,1,8714109090,0,1,"<p>El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.</p><p>Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.</p><p>Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.</p><p> </p><p><strong>El kit incluye</strong>: Cabezal monobloque.</p>","
El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.
Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.
Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.
 
El kit incluye: Cabezal monobloque.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,897,133,148,101,60,,,,,,,,,,,https://api.mybihr.com/medias/1042149-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xhR1V6TDJnNE15ODRPVGN3TWpJMU56UTFPVFV3THpFd05ESXhORGt0TVY4NE1EQlhlRGd3TUVnfGUxZjY4YmNhNDYzMzRmMjJiZjRkN2IwMjlmYTEwNjQ1NTIyYjgxYzBmZTA4NzQ3YzgwMzMxZDU0MjIxMzVlYTM,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042150,776909,SH2-WP1850P,SKF,SKF UNIT SHOCK ABSORBER,Cabezal amortiguador SKF KTM,70.41,58.19,40.73,8050040147939,5,8714109090,0,1,"<p>El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.</p><p>Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.</p><p>Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.</p><p> </p><p><strong>El kit incluye</strong>: Cabezal monobloque.</p>","
El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.
Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.
Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.
 
El kit incluye: Cabezal monobloque.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,788,153,150,101,52,,,,,,,,,,,https://api.mybihr.com/medias/1042150-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xhR0kwTDJnNFlTODRPVGN3TWpJMU9UUXlOVFU0THpFd05ESXhOVEF0TVY4NE1EQlhlRGd3TUVnfGVhNzExY2Q1Nzg1ZjU1NDJiMTMwYWNiNmFhNzVlMjJhY2RkMTNiZTdiNWE3MzFjZmNjYmMzZjlhZjMyNDQzYmY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042153,49900026,SH2-WP185012L,SKF,SKF UNIT SHOCK ABSORBER,Cabezal amortiguador SKF KTM/Husqvarna,70.41,58.19,40.73,8050040147892,0,8714109090,0,1,"<p>El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.</p><p>Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.</p><p>Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.</p><p> </p><p><strong>El kit incluye</strong>: Cabezal monobloque.</p>","
El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.
Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.
Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.
 
El kit incluye: Cabezal monobloque.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,788,134,150,101,52,,,,,,,,,,,https://api.mybihr.com/medias/1042153-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xhR0prTDJobE5pODRPVGN3TWpJMk5UTXlNemd5THpFd05ESXhOVE10TVY4NE1EQlhlRGd3TUVnfDM5MjUwNjNiZGY2MTMxNjM4MTQzYzYxNDcxZTk5MmIxMDA1YTg5MGI3NTViMDUzNDg0YzAyZDljNTFhZWU4NmY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042155,774798,SH2-KYB1846,SKF,SKF UNIT SHOCK ABSORBER,Cabezal amortiguador  SKF Yamaha,70.41,58.19,40.73,8050040147830,1,8714109090,0,1,"<p>El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.</p><p>Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.</p><p>Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.</p><p> </p><p><strong>El kit incluye</strong>: Cabezal monobloque.</p>","
El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.
Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.
Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.
 
El kit incluye: Cabezal monobloque.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,858,128,149,101,57,,,,,,,,,,,https://api.mybihr.com/medias/1042155-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xhRFJpTDJobU5DODRPVGN3TWpJMk9USTFOVGs0THpFd05ESXhOVFV0TVY4NE1EQlhlRGd3TUVnfDcyYzU2ZGNmZjFiODMyNjRiYTljZmQwZmZhZDA2Mzc3M2I3ODI5MWFiNzEwN2ViMGJlY2FkYTE0NzIyMzI5MWE,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042079,640333,KIT-MS48WP,SKF,SKF RING FORK MUD PROTECTION 48MM,Kit rascador de barro SKF para horquilla WP Ø48,39.95,33.02,23.11,8050040143948,9,8714109090,0,1,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.<br>Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades • El kit contiene:- 2 rascadores- Clips de acero para su instalación,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades • El kit contiene:- 2 rascadores- Clips de acero para su instalación,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,578,66,180,119,27,,,,,,,,,,,https://api.mybihr.com/medias/1042079-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMDV8aW1hZ2UvanBlZ3xhRFpoTDJnMk9TODRPVGN3TWpFeU16YzJOakEyTHpFd05ESXdOemt0TVY4NE1EQlhlRGd3TUVnfDgxZTIyZGMzYWRiYTliNzVjYmM4ODAxY2RlMDlmZWI5ZDBkNGVjOGFkOGJhMTBjOTE0YTk2YzEwNTFhMmFlNWM,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042092,770852,KITB-46Z,SKF,SKF FORK SEAL & DUST KIT 46MM,"Kit de retén y guardapolvo de horquilla SKF - ZF Sachs 46x57,9x8,5 mm",37.38,30.89,21.62,8050040140565,15,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,56,119,119,19,,,,,,,,,,,https://api.mybihr.com/medias/1042092-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR1kyTDJoaFpTODRPVGN3TWpFME9UTXlOVEV3THpFd05ESXdPVEl0TVY4NE1EQlhlRGd3TUVnfDQzNDMxMWI0MjYzMjg5YWM0ODk0YjVjNTAwMjAwNjhmMmUwZWI4NDliYTk5Y2JjOGQ3MDYzMTRkOGQyMDdhNDk,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042098,42600014,DUAL-48W,SKF,SKF FORK SEAL & DUST KIT WP,"Kit de retén y guardapolvo de horquilla SKF - WP 48x57,9x9 mm",40.10,33.14,23.20,8050040149728,58,8484200090,0,1,<p>SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.</p><p> </p><ul>  <li>Retén de horquilla   <li>Dual Compound   <li>Con guardapolvos   <li>Testada y fiable   <li>Para horquillas monobrazo</li></ul>,"
SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.
   Retén de horquilla   Dual Compound   Con guardapolvos   Testada y fiable   Para horquillas monobrazo",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,206,44,90,74,31,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042098-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MzIyfGltYWdlL2pwZWd8YURGakwyZ3dPUzg0T1Rjd01qRTJNVEV5TVRVNEx6RXdOREl3T1RndE1WODRNREJYZURnd01FZ3w0MDc2M2Q0Nzc0M2QzMjAyY2ZmZWNmYTQyMDliMmE1NDMzMTgyOTYxZGE3Mjk1MGQ4MDU1NjVmZmI0MjE1MDNm,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
