PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Color,Composición,Diámetro int/ext (mm/mm),Diámetro Ø (mm),Embalaje,Longitud (cm),Longitud (mm),Número de puntos,Profundidad (cm),Rosca (mm),Sentido de rosca,Tamaño de accionamiento cuadrado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1041819,884290,05-0290,MOTION PRO,MOPRO CABLE PARKING BRAKE,Cable freno de mano Motion Pro YFS/YFM,33.88,28.00,18.20,05-0290,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p><p> </p><ul>			<li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul>	</body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. 			Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation	",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,360,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041819-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNDh8aW1hZ2UvanBlZ3xhRGd6TDJnMU1TODRPVE01TWprME9ERTRNek0wTHpFd05ERTRNVGt0TVY4NE1EQlhlRGd3TUVnfDNmZDQzM2I0ZjAzMjhmYzAyYjgxODVkNDllZGFjM2Y5NGYwOGI5Zjk2YWUxY2M1NmFjMTUyMWY5ZWJkYjYzNjU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041592,872090,01-0365,MOTION PRO,MOPRO THROTTLE KIT + CABLES,Acelerador Motion Pro CR Pro Banshee 350,88.33,73.00,47.45,01-0365,2,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>Motion Pro throttle kits and cables improve the reactivity of the accelerator control to optimise the performance of your off-road machine. </p><p> </p><p>Kit contains :</p><p> </p><ul>			<li>Cable</li><li>CR Pro Throttle</li><li>The accessories necessary for the proper functioning of this element.</li></ul>	</body></html>",											Motion Pro throttle kits and cables improve the reactivity of the accelerator control to optimise the performance of your off-road machine.  Kit contains : 			CableCR Pro ThrottleThe accessories necessary for the proper functioning of this element.	,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,8246,744,350,310,76,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041592-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEwNzh8aW1hZ2UvanBlZ3xhRGN3TDJobVlpODRPVE0xTURVME1EZ3lNRGM0THpFd05ERTFPVEl0TVY4NE1EQlhlRGd3TUVnfGMzNTg2MTU2ZmM4MWUyZWZhY2JkMGRkZTEzMzJlYjcwOWMyN2Y0N2YwNzI1NjRkYTQzMjg2MDlhMGJmNjhkY2E,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041822,18055,05-0344,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,66.56,55.01,35.76,05-0344,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p><p> </p><ul> <li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul> </body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.  Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041822-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA1NTh8aW1hZ2UvanBlZ3xhR1kzTDJobVlTODRPVEF5TURJek5UUTBPRFl5THpFd05ERTRNakl0TVY4NE1EQlhlRGd3TUVnfDA2M2IzODQyMDY1NDJiOTA1ZWJkMGNkNDJlYWFiNzVjZjZkOTcwZWEyNzZmMWU4YWUyYzExNzI4MWEwOTg1NzQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041802,884099,05-0099,MOTION PRO,MOPRO CABLE REV METER,Cable cuenta-kilometros Motion Pro XT600 84-89,29.04,24.00,15.60,05-0099,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041802-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1ptTDJoaE9DODRPVEF5TURJeU9UVTFNRE00THpFd05ERTRNREl0TVY4NE1EQlhlRGd3TUVnfDg4NzQ3Nzc2ZWRjYTViZWZhZWI0ZmMyNjA4MWFmYWQwZDQxNzVlYWExYzMyMzUzN2I2NzQ3YjU2MTk0MTU3MjQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041816,17952,05-0194,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO,42.96,35.50,23.08,05-0194,1,8714109090,0,1,Longitud cable: 1135 mm.<br>Longitud camisa: 1060 mm.,Longitud cable: 1135 mm.Longitud camisa: 1060 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041816-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGhqTDJoaVl5ODRPVEE1TURjMU5UUTJNVFF5THpFd05ERTRNVFl0TVY4NE1EQlhlRGd3TUVnfDA0MWQ4NmE2ZTNhNzc5NTQ0MWNmOTc0N2Y4ZjExMDk5YTBjYWM3YzAxNGY1ZTI2ODY5NjA2NjdmNDEyYTEyY2M,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041818,880091,05-0282,MOTION PRO,MOPRO CABLE THROTTLE,Cable de gas Motion Pro YAMAHA,15.73,13.00,8.45,05-0282,0,8714109090,0,1,<ul><li>Standard throttle cable</li><li>Direct replacement for OE</li><li>Braiding and extra-tough materials for greater longevity</li><li>Cable ready to install<br></li></ul>,Standard throttle cableDirect replacement for OEBraiding and extra-tough materials for greater longevityCable ready to install,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,142,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041818-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg4NzN8aW1hZ2UvanBlZ3xhREZoTDJneU5TODRPVFExT1Rjek16WXlOekU0THpFd05ERTRNVGd0TVY4NE1EQlhlRGd3TUVnfDk2OGRkZmFmZDAxZTFkN2IzODczMjcwNjBhY2IyMjU3MTE0ZDFjNjk2ZDA2ZmE1MDI1OTdmMTg0NDRlMWM1MzA,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041820,881204,05-0317,MOTION PRO,MOPRO CABLE THROTTLE PUSH/PULL,Set Cables de gas tiro+retorno Motion Pro DR250/350,43.56,36.00,23.40,05-0317,1,8714109090,0,1,<ul><li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul>,Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,297,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041820-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ0NzZ8aW1hZ2UvanBlZ3xhR0pqTDJoaU5TODRPVEE1TURjMU56UXlOelV3THpFd05ERTRNakF0TVY4NE1EQlhlRGd3TUVnfDI5NTAwZGZhZmUzN2FhZTIxMjk3MWQ4MTdiMDIyMjc2NDVlZTFjNzM3ZWQ5OWViNDU1MzNiZTM5M2U3ZWU3NzM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041639,17743,02-0019,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,37.44,30.94,20.11,02-0019,2,8714109090,0,1,Longitud cable: 1195 mm.<br>Longitud camisa: 1085 mm.,Longitud cable: 1195 mm.Longitud camisa: 1085 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,180,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041639-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRFZpTDJobU9DODRPVFExT1RjeE16azJOak00THpFd05ERTJNemt0TVY4NE1EQlhlRGd3TUVnfGQwZTczNGQ3M2U3MDllZGQyMWU3NjkzOTgwMmQzZTRlNzY0ZWYxODk1ZGU2NWI0MWJiNGE4ZWM4NDQ1N2JmMzc,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041784,17654,04-0307,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,55.64,45.98,29.89,04-0307,0,8714109090,0,1,Longitud cable: 1255 mm.<br>Longitud camisa: 1165 mm.,Longitud cable: 1255 mm.Longitud camisa: 1165 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,249,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041784-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2MTR8aW1hZ2UvanBlZ3xhRGhpTDJoaU9DODRPVE0xTURVNE5EQTNORFUwTHpFd05ERTNPRFF0TVY4NE1EQlhlRGd3TUVnfDg1Y2Y4ZTI5MDU2MWVkYTNiN2Y5MGE0NTEyMDRmZThlOTQzZmRiZjFmMGNlYWYxZTRlOGExN2ZjNTY4OGQ5ZTM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041727,17485,03-0135,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,45.24,37.39,24.30,882135,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,252,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041727-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1l4TDJnNU9DODRPVFV6TmpVNU5Ea3dNek0wTHpFd05ERTNNamN0TVY4NE1EQlhlRGd3TUVnfGJiYzAxMDI1MWE4Njg4NGM2Mzc5Y2I4ZjhiMWQ1YzNiZTcxOGQ5ZTAwNTBmOTc0Y2JkMjdkYWY2N2UzZmUxOGY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041692,881382,02-0382,MOTION PRO,MOPRO CABLE CLUTCH,Cable de embrague Motion Pro TRX400EX 99-03,15.61,12.90,8.39,02-0382,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041692-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1E1TDJneVlTODRPVFV6TmpVNE16RXdOamcyTHpFd05ERTJPVEl0TVY4NE1EQlhlRGd3TUVnfDAxNjZkMjcwYmY3MmQ2MDllNGIzMzMxN2ViZjY5NGQ3ODI2M2RkYTFkYmM5ODU3OWVmNDYyZmY5MGMxMGQzZmE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041694,17857,02-0388,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,15.73,13.00,8.45,02-0388,2,8714109090,0,1,Longitud cable: 973 mm.<br>Longitud camisa: 805 mm.,Longitud cable: 973 mm.Longitud camisa: 805 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041694-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREZsTDJoaU1DODRPRGMwTVRVMU16UXpPVEF5THpFd05ERTJPVFF0TVY4NE1EQlhlRGd3TUVnfDFmY2YyMjY5YTQ1YzliODU3ZmNiMDEwMjZhMDhlNDg3Yzg5ODQwN2ViMmQ3YjJmNGQyNDA0NmIyYWYwZTY4N2E,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041773,18043,04-0204,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO,64.47,53.28,34.63,04-0204,0,8714109090,0,1,Longitud cable: 855 mm.<br>Longitud camisa: 755 mm.,Longitud cable: 855 mm.Longitud camisa: 755 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041773-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGxpTDJobE9TODRPVEkzTkRBMk1UazBOekU0THpFd05ERTNOek10TVY4NE1EQlhlRGd3TUVnfGEzMGY2Mzc5MDEyMTgyZDJmNDExYTY2ZTVhOTcxNTJhYWFkODkzOTExOWFhZGZlYjU1MDNiZmFlNWI3ZTU1MzU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041826,880092,05-0371,MOTION PRO,MOPRO CABLE PARKING BRAKE,Cable freno de mano Motion Pro YFM350/400,26.00,21.49,13.97,05-0371,3,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1970,425,327,251,24,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041826-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg4NzN8aW1hZ2UvanBlZ3xhR1F6TDJnd1pDODRPRFkwTlRNM01EVXhNVFkyTHpFd05ERTRNall0TVY4NE1EQlhlRGd3TUVnfDgxOThiNWYwY2I2NWI2NjZmYjA3ZTFjMzM0NjQzZGY1Nzg5ODUwM2UzYTUyZDA5ZThmOTM2Y2JhMTAwYzQ1MzA,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041560,880999,01-0013UNIT,MOTION PRO,MOPRO SPAREPARTS ADJUST SCREW,Tensor de cable para acelerador Motion Pro,3.15,2.60,1.69,01-0013UNIT,9,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>Sold by unit</p></body></html>",											Sold by unit,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,7,3,33,22,9,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041560-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Njd8aW1hZ2UvanBlZ3xhRFUxTDJnM1pTODRPVE01TWpnNU16RXpNekV3THpFd05ERTFOakF0TVY4NE1EQlhlRGd3TUVnfGI4ODEwMzZkNDFjMWQ4MzBmODI1NzM5MmY1YWRjODExYWI3MTk5N2U4ZWFhYTAyMjg1NjAxYzZlMjgwNDRjMzg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041562,880023,01-0023,MOTION PRO,MOPRO THROTTLE KIT + CABLES,Tapa de carburador especial Motion Pro Mikuni VM34/27 Blaster/Banshee,10.29,8.50,5.53,01-0023,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<ul>			<li>Aftermarket and OEM spec applications</li><li>Standard type cap for most Mikuni VM 26-34mm carbs</li><li>Generally used in throttle kits for Yamaha Banshee/Blaster</li></ul>	</body></html>",														Aftermarket and OEM spec applicationsStandard type cap for most Mikuni VM 26-34mm carbsGenerally used in throttle kits for Yamaha Banshee/Blaster	,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,165,47,69,63,38,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041562-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5MTY5fGltYWdlL2pwZWd8YURjNEwyaGpPQzg0T1RJME56SXpNVEU0TVRFd0x6RXdOREUxTmpJdE1WODRNREJYZURnd01FZ3xkMmI0ZmJkMGIwZDc3YzJlYTJkYzQ3NTJkNDY3MjlmYzRjMDdiZjAwNTA3ODIyMTEyNGQxOGM1OWQzNDQ1MjIw,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041570,875005,01-0081,MOTION PRO,MOPRO THROTTLE SLEEVE,Caña de gas Motion Pro YZ125-250 93-95,13.31,11.00,7.15,01-0081,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<ul>			<li>OEM throttle tube replacement</li><li>Heavier duty and exceed the quality and durability of OEM tubes</li><li>Will not scar bars like aluminum tubes</li><li>Nylon fabric composite material</li><li>Pop-out end caps for use with bar-end-type hand guards</li></ul>	</body></html>",														OEM throttle tube replacementHeavier duty and exceed the quality and durability of OEM tubesWill not scar bars like aluminum tubesNylon fabric composite materialPop-out end caps for use with bar-end-type hand guards	,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,862,56,181,119,40,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041570-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcxNjN8aW1hZ2UvanBlZ3xhRE5oTDJneVlTODRPVGN3TVRZNU1Ea3dNRGM0THpFd05ERTFOekF0TVY4NE1EQlhlRGd3TUVnfDY4MGZhNDNmOGYxODhhZjIwMDllMzI4NzAxNWMwYWI0M2RkNWNkMGE4NDkwOTVkMjlkZTdkNzM5N2ZiYmMwODE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041579,875015,01-0093,MOTION PRO,MOPRO THROTTLE SLEEVE,Caña de gas Motion Pro DR350 92-98 DRZ400,13.31,11.00,7.15,01-0093,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<ul>			<li>OEM throttle tube replacement</li><li>Heavier duty and exceed the quality and durability of OEM tubes</li><li>Will not scar bars like aluminum tubes</li><li>Nylon fabric composite material</li><li>Pop-out end caps for use with bar-end-type hand guards</li></ul>	</body></html>",														OEM throttle tube replacementHeavier duty and exceed the quality and durability of OEM tubesWill not scar bars like aluminum tubesNylon fabric composite materialPop-out end caps for use with bar-end-type hand guards	,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,818,59,181,119,38,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041579-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTczNDd8aW1hZ2UvanBlZ3xhRFJsTDJoaE15ODRPVGN3TVRjd09EVTVOVFV3THpFd05ERTFOemt0TVY4NE1EQlhlRGd3TUVnfDdlNjFlMWUxN2NjOTlmZGNlN2U0YmI5YjhkYzlkYmRkNmU5ZGY3NzA3MmU1MWQ1YjVjZWIxZDUzMjcwMjFlYzM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041774,18045,04-0218,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,48.88,40.40,26.26,04-0218,1,8714109090,0,1,Longitud cable: 735 mm.<br>Longitud camisa: 640 mm.,Longitud cable: 735 mm.Longitud camisa: 640 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041774-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRFk0TDJnek5pODRPVE01TWprME1ETXhPVEF5THpFd05ERTNOelF0TVY4NE1EQlhlRGd3TUVnfGYwMTc0OWY5NGE2MzZkMGFiMmQ2MDJmN2JlZWM0Nzg4MDEwMzkwYzExMzgyNTlkYzUyYWM2MDEwZDViYjM1ZDA,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041780,18154,04-0289,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas tiro MOTION PRO,57.20,47.27,30.73,04-0289,4,8714109090,0,1,Longitud cable: 885 mm.<br>Longitud camisa: 755 mm.,Longitud cable: 885 mm.Longitud camisa: 755 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1535,139,133,111,104,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041780-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2MTR8aW1hZ2UvanBlZ3xhREkxTDJnelpDODRPVE01TWprME1qSTROVEV3THpFd05ERTNPREF0TVY4NE1EQlhlRGd3TUVnfDlkYmNmNTRlYTJjMWMzY2VjM2FhZWRlZjhmYWRmMzFiNmVkZDBmMjg0ODZiZjMwYThhYmJlM2QwZWE2N2M4YWY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
