PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
9006361,,11130020,HEIDENAU,HEIDE TIRE K29 3.50-16,Neumático HEIDENAU K29 REINF Side-car 3.50-16 M/C 60P TT,140.36,116.00,71.92,4027694130208,0,4011400000,0,1,"<p><strong>Rendimiento</strong></p>
<p>Un perfil plano garantiza la m&aacute;xima tracci&oacute;n y longevidad. Combinado con una carcasa robusta para soportar el peso de un equipo, usted tiene un neum&aacute;tico capaz de soportar el peso del equipo, las fuerzas laterales y la pista verdadera.</p>","
Rendimiento

Un perfil plano garantiza la máxima tracción y longevidad. Combinado con una carcasa robusta para soportar el peso de un equipo, usted tiene un neumático capaz de soportar el peso del equipo, las fuerzas laterales y la pista verdadera.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,32400,3980,600,600,90,,3.50,Clásico/Urbano (diagonal y cruzado),,16,X-Ply,Neumáticos de motocicleta y scooter,,60,P < 150 km/h,,K29,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006361-1.jpg?context=bWFzdGVyfHJvb3R8NDY4NTh8aW1hZ2UvanBlZ3xhRFV3TDJnek1pOHlPVGN6TWpBMU5qZzFPRFkxTkM4NE1EQlhlRGd3TUVoZk9UQXdOak0yTVMweExtcHdad3xhM2VhZmU0ZWFiOTAyNTRkY2RiMDU5YTZjNzc1YzhmMmZkMzY0MWUyN2Y2ODU0ODM3ZDA4NmMxMTBjMTJhM2I4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006454,,11130090,HEIDENAU,HEIDE TIRE K80 110/70-17,Neumático HEIDENAU K80 110/70-17 M/C 54H TL,159.72,132.00,81.84,4027694130901,0,4011400000,0,1,"<p><strong>Rendimiento</strong></p>
<p>Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neum&aacute;tico se sienta como en casa en las curvas r&aacute;pidas o en las rectas. Confianza cuando la necesitas.</p>
<p><strong>Pasi&oacute;n</strong></p>
<p>Utilizando lo &uacute;ltimo en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracci&oacute;n y el tacto de la carretera. Este combo ha alcanzado un magn&iacute;fico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.</p>","
Rendimiento

Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neumático se sienta como en casa en las curvas rápidas o en las rectas. Confianza cuando la necesitas.

Pasión

Utilizando lo último en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracción y el tacto de la carretera. Este combo ha alcanzado un magnífico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,35739,4020,570,570,110,70,110,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,54,H < 210 km/h,,K80,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006454-1.jpg?context=bWFzdGVyfHJvb3R8OTU4NTh8aW1hZ2UvanBlZ3xhRGxpTDJneFlpOHlPVGN6TnpRME1qY3dOVFF6T0M4NE1EQlhlRGd3TUVoZk9UQXdOalExTkMweExtcHdad3wzNWY5NjNiNjgxNjVhMDRjNWRmM2EzNDE5NWRjN2VjZjM4NGViMWI5YTM2MzUyZmNiNWQ5NzhjYWE1YmVhODNj,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006437,,11130160,HEIDENAU,HEIDE TIRE K65 100/90-19,Neumático HEIDENAU K65 100/90-19 M/C 57H TL,192.39,159.00,98.58,4027694131601,0,4011400000,0,1,"<p>Destinado a cruceros y roadsters. El K65 utiliza un patr&oacute;n neutro con un perfil bien redondeado, lo que hace que sea uno de los neum&aacute;ticos Heidenau m&aacute;s prol&iacute;ficos, vers&aacute;tiles y de buen manejo para la calle. Llueva o haga sol, el K65 ofrece una tracci&oacute;n en la que se puede confiar.</p>
<p><strong>Goma y construcci&oacute;n</strong></p>
<p>El compuesto de goma del K65 alcanza un excelente equilibrio entre la durabilidad y la adherencia al asfalto mojado. Combinando esto con una carcasa fuerte, es un neum&aacute;tico que puede empujar en las curvas y en el que puede confiar, kil&oacute;metro tras kil&oacute;metro.</p>","
Destinado a cruceros y roadsters. El K65 utiliza un patrón neutro con un perfil bien redondeado, lo que hace que sea uno de los neumáticos Heidenau más prolíficos, versátiles y de buen manejo para la calle. Llueva o haga sol, el K65 ofrece una tracción en la que se puede confiar.

Goma y construcción

El compuesto de goma del K65 alcanza un excelente equilibrio entre la durabilidad y la adherencia al asfalto mojado. Combinando esto con una carcasa fuerte, es un neumático que puede empujar en las curvas y en el que puede confiar, kilómetro tras kilómetro.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,44890,4850,670,670,100,90,100,Clásico/Urbano (diagonal y cruzado),,19,X-Ply,Neumáticos de motocicleta y scooter,,57,H < 210 km/h,,K65,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006437-1.jpg?context=bWFzdGVyfHJvb3R8MTAwNjc1fGltYWdlL2pwZWd8YUdWbEwyZ3hNeTh5T1Rjek56UXpORGcwTVRFeE9DODRNREJYZURnd01FaGZPVEF3TmpRek55MHhMbXB3Wnd8OGFjYTI1MTY1ODE0MTRmM2JlZTM3Yjk0NGM2MDQ3N2FjYTM4MzljYWUzYzc4NTY5ODk5NGNiMzRhMGJhYjg2Ng,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006365,,11130019,HEIDENAU,HEIDE TIRE K33 3.25-16,Neumático HEIDENAU K33 REINF 3.25-16 M/C 55P TT,126.45,104.50,64.79,4027694130192,0,4011400000,0,1,"<p><strong>Caracter&iacute;sticas</strong></p>
<p>El cl&aacute;sico dibujo de la banda de rodadura es ideal para todos los j&oacute;venes y mayores y garantiza una gran estabilidad en la conducci&oacute;n.</p>","
Características

El clásico dibujo de la banda de rodadura es ideal para todos los jóvenes y mayores y garantiza una gran estabilidad en la conducción.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,32400,3640,600,600,90,,3.25,Clásico/Urbano (diagonal y cruzado),,16,X-Ply,Neumáticos de motocicleta y scooter,,55,P < 150 km/h,,K33,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006365-1.jpg?context=bWFzdGVyfHJvb3R8NzgyNjh8aW1hZ2UvanBlZ3xhRFpsTDJobVlTOHlPVGN6TWpBMU9EZ3lORGN6TkM4NE1EQlhlRGd3TUVoZk9UQXdOak0yTlMweExtcHdad3xjOWUwNjg3MDZlZmRjMTZkOWNlYjlkNWE0MTQ4NzU2YzRhY2JjYjZmMmI3NGYxN2JkZDI1ZTc3ZmZiNjczZTU4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006370,,11130086,HEIDENAU,HEIDE TIRE K36 3.50-18,Neumático HEIDENAU K36 REINF 3.50-18 M/C 62S TT,146.41,121.00,75.02,4027694130864,0,4011400000,0,1,"<p><strong>Dise&ntilde;o vintage.</strong></p>
<p>Un dise&ntilde;o de banda de rodadura perfecto para la mayor&iacute;a de las motos de finales de los 60 a finales de los 70. Adecuado para uso delantero, cuando se combina con el K36.</p>
<p><strong>Manejo y rendimiento</strong></p>
<p>Los compuestos y la construcci&oacute;n modernos ofrecen una conducci&oacute;n estable y un manejo seguro.</p>
<p><strong>Manejo en carretera mojada</strong></p>
<p>Las nervaduras centrales rotas permiten una mejor dispersi&oacute;n del agua, y permite que la goma llegue a la calle para hacer su trabajo.</p>","
Diseño vintage.

Un diseño de banda de rodadura perfecto para la mayoría de las motos de finales de los 60 a finales de los 70. Adecuado para uso delantero, cuando se combina con el K36.

Manejo y rendimiento

Los compuestos y la construcción modernos ofrecen una conducción estable y un manejo seguro.

Manejo en carretera mojada

Las nervaduras centrales rotas permiten una mejor dispersión del agua, y permite que la goma llegue a la calle para hacer su trabajo.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,42250,4460,650,650,100,,3.50,Clásico/Urbano (diagonal y cruzado),,18,X-Ply,Neumáticos de motocicleta y scooter,,62,S < 180 km/h,,K36,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006370-1.jpg?context=bWFzdGVyfHJvb3R8NzcxOTh8aW1hZ2UvanBlZ3xhREUzTDJoaU5pOHlPVGN6TWpBMk1qTTJNelkzT0M4NE1EQlhlRGd3TUVoZk9UQXdOak0zTUMweExtcHdad3xiMjljZTY0MmFhMTdmYjU3ZWQwZTMwYjAwMDA1ODg2OTRiNGQ1YTllNzQ0OTM1ZGI2MjU2ODUwMGY0ZTQyNzJl,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006366,,11130022,HEIDENAU,HEIDE TIRE K33 3.50-16,Neumático HEIDENAU K33 REINF 3.50-16 M/C 58P TT,131.29,108.50,67.27,4027694130222,1,4011400000,0,1,"<p><strong>Caracter&iacute;sticas</strong></p>
<p>El cl&aacute;sico dibujo de la banda de rodadura es ideal para todos los j&oacute;venes y mayores y garantiza una gran estabilidad en la conducci&oacute;n.</p>","
Características

El clásico dibujo de la banda de rodadura es ideal para todos los jóvenes y mayores y garantiza una gran estabilidad en la conducción.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,34810,3770,590,590,100,,3.50,Clásico/Urbano (diagonal y cruzado),,16,X-Ply,Neumáticos de motocicleta y scooter,,58,P < 150 km/h,,K33,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006366-1.jpg?context=bWFzdGVyfHJvb3R8NzgyNjh8aW1hZ2UvanBlZ3xhRE0xTDJoaE5TOHlPVGN6TWpBMU9USXhOemsxTUM4NE1EQlhlRGd3TUVoZk9UQXdOak0yTmkweExtcHdad3w1MTAwZjg0OTExYTE4NTMwZTM1ZDBlZGU4ZTQ4YzEzZDg0MGE5NTVlNGE3ZDI3NTQ5NDNlMDZkZWJkMzg0YTdi,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006453,,11130040,HEIDENAU,HEIDE TIRE K80 110/80-17,Neumático HEIDENAU K80 110/80-17 M/C 57H TL,152.46,126.00,78.12,4027694130406,0,4011400000,0,1,"<p><strong>Rendimiento</strong></p>
<p>Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neum&aacute;tico se sienta como en casa en las curvas r&aacute;pidas o en las rectas. Confianza cuando la necesitas.</p>
<p><strong>Pasi&oacute;n</strong></p>
<p>Utilizando lo &uacute;ltimo en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracci&oacute;n y el tacto de la carretera. Este combo ha alcanzado un magn&iacute;fico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.</p>","
Rendimiento

Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neumático se sienta como en casa en las curvas rápidas o en las rectas. Confianza cuando la necesitas.

Pasión

Utilizando lo último en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracción y el tacto de la carretera. Este combo ha alcanzado un magnífico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,40931,4420,610,610,110,80,110,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,57,H < 210 km/h,,K80,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006453-1.jpg?context=bWFzdGVyfHJvb3R8OTU4NTh8aW1hZ2UvanBlZ3xhREk0TDJneU9TOHlPVGN6TnpRME1qTXhNakl5TWk4NE1EQlhlRGd3TUVoZk9UQXdOalExTXkweExtcHdad3wwNWE1M2UwY2RiNmI1OTM5NjhhMWMyMDBlYjg0OTdmNzk4N2NkZDZkMWYxMmJkYzk1NDU5MzRmMDI3YzEzNmUx,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006381,,11130070,HEIDENAU,HEIDE TIRE K39 2.75-18,Neumático HEIDENAU K39 REINF 2.75-18 M/C 48P TT,93.17,77.00,47.74,4027694130703,0,4011400000,0,1,"<p><strong>Gran manejo en seco o en mojado</strong></p>
<p>El moderno caucho y la construcci&oacute;n del K38 hacen que el neum&aacute;tico funcione m&aacute;s all&aacute; de su apariencia cl&aacute;sica.</p>","
Gran manejo en seco o en mojado

El moderno caucho y la construcción del K38 hacen que el neumático funcione más allá de su apariencia clásica.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,27908,2640,610,610,75,,2.75,Clásico/Urbano (diagonal y cruzado),,18,X-Ply,Neumáticos de motocicleta y scooter,,48,P < 150 km/h,,K39,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006381-1.jpg?context=bWFzdGVyfHJvb3R8Mzg3Njh8aW1hZ2UvanBlZ3xhRE5qTDJnelppOHlPVGN6TWpBMk9UZ3pORGM0TWk4NE1EQlhlRGd3TUVoZk9UQXdOak00TVMweExtcHdad3xhOWUwMzYyZWVmODhiMWZiMTNmYmIzODg2MzdkNTNkZGU1NGRjYjkzZmM2M2YxMDhhMzEyYTY5YWVlOWE3ZWYy,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006382,,11130078,HEIDENAU,HEIDE TIRE K40 2.50-18,Neumático HEIDENAU K40 REINF 2.50-18 M/C 45S TT,88.33,73.00,45.26,4027694130789,0,4011400000,0,1,"<p><strong>Una nueva mirada a un viejo tema</strong></p>
<p>El K40 de Heidenau es una interpretaci&oacute;n moderna del cl&aacute;sico neum&aacute;tico delantero acanalado para motos ligeras. Las nervaduras anchas y el surco central aportan un manejo m&aacute;s estable.</p>
<p><strong>Manejo en carretera h&uacute;meda</strong></p>
<p>Las nervaduras no continuas permiten una mejor dispersi&oacute;n del agua, y un gran compuesto hacen que la conducci&oacute;n en d&iacute;as de lluvia sea m&aacute;s segura.</p>","
Una nueva mirada a un viejo tema

El K40 de Heidenau es una interpretación moderna del clásico neumático delantero acanalado para motos ligeras. Las nervaduras anchas y el surco central aportan un manejo más estable.

Manejo en carretera húmeda

Las nervaduras no continuas permiten una mejor dispersión del agua, y un gran compuesto hacen que la conducción en días de lluvia sea más segura.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,20886,2060,590,590,60,,2.50,Clásico/Urbano (diagonal y cruzado),,18,X-Ply,Neumáticos de motocicleta y scooter,,45,S < 180 km/h,,K40,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006382-1.jpg?context=bWFzdGVyfHJvb3R8MjY5NTB8aW1hZ2UvanBlZ3xhREZtTDJneU55OHlPVGN6TWpBMk9URXhNemc0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOak00TWkweExtcHdad3w2NGRjZmM5ZTZiOTFkNjFjMzNjMWUwMDYxN2Y2NWFiNDQ0MmUxMWIyOTExOTViNzU0YjA5ZDJjMDU5Y2YyNTdk,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006452,,11130048,HEIDENAU,HEIDE TIRE K80 100/80-17,Neumático HEIDENAU K80 100/80-17 M/C 52H TL,135.52,112.00,69.44,4027694130482,0,4011400000,0,1,"<p><strong>Rendimiento</strong></p>
<p>Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neum&aacute;tico se sienta como en casa en las curvas r&aacute;pidas o en las rectas. Confianza cuando la necesitas.</p>
<p><strong>Pasi&oacute;n</strong></p>
<p>Utilizando lo &uacute;ltimo en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracci&oacute;n y el tacto de la carretera. Este combo ha alcanzado un magn&iacute;fico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.</p>","
Rendimiento

Un moderno dibujo neutro de la banda de rodadura y un nuevo compuesto hacen que el neumático se sienta como en casa en las curvas rápidas o en las rectas. Confianza cuando la necesitas.

Pasión

Utilizando lo último en compuestos combinados con una carcasa de nuevo desarrollo, el K80 maximiza la tracción y el tacto de la carretera. Este combo ha alcanzado un magnífico equilibrio entre la goma en la calle, y la adherencia en asfalto mojado.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,34810,4380,590,590,100,80,100,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,52,H < 210 km/h,,K80,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006452-1.jpg?context=bWFzdGVyfHJvb3R8OTU4NTh8aW1hZ2UvanBlZ3xhRGMwTDJnM1pTOHlPVGN6TnpRME1Ua3hPVEF3Tmk4NE1EQlhlRGd3TUVoZk9UQXdOalExTWkweExtcHdad3w5ZDU5NWE3MDAzMDM3YzA2NDJmNWE0MmM1Y2M3MWExOGZiZDdjMTk1MzY2ZWYzNzljNjkwYTQyNTIyN2EyMWFh,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006475,,11110020,HEIDENAU,HEIDE TIRE M 4 2¼-17 (21x2.25),Neumático HEIDENAU M 4 2.25-17 (21x2.25) 28B TT,50.82,42.00,26.04,4027694110200,0,4011400000,0,1,"<p><strong>La banda de rodadura y el caucho</strong></p>
<p>Un neum&aacute;tico agresivo para ciclomotores. Ideal para ir por la calle o por superficies no pavimentadas. El compuesto resistente de Heidenau ofrece un neum&aacute;tico duradero que sigue rindiendo.</p>","
La banda de rodadura y el caucho

Un neumático agresivo para ciclomotores. Ideal para ir por la calle o por superficies no pavimentadas. El compuesto resistente de Heidenau ofrece un neumático duradero que sigue rindiendo.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,18816,1540,560,560,60,,2.25,Ciclomotor,,17,X-Ply,Neumáticos de motocicleta y scooter,,28,B < 50 km/h,,M 4,Delantero/trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9006475-1.jpg?context=bWFzdGVyfHJvb3R8MTY0OTA1fGltYWdlL2pwZWd8YUdJeUwyZ3pNaTh5T1Rjek9USTROVEU0TkRVME1pODRNREJYZURnd01FaGZPVEF3TmpRM05TMHhMbXB3Wnd8YjEyYzYzMzY2Y2UwMDdmNzBjOWE0YzhlYzU0MDIzMTlmNzY1MTMzMWM5ZjlmOGFjOWI3OTkwMjljMmQxMzY5Ng,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007025,,11130058,HEIDENAU,HEIDE TIRE K66 100/80-17,Neumático HEIDENAU K66 100/80-17 M/C 52H TL,139.15,115.00,71.30,4027694130581,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,35934,4000,585,585,105,80,100,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,52,H < 210 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007025-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhREZsTDJoa015ODFNVE0wTXpZMk5qZ3pPVFU0TWk4NE1EQlhlRGd3TUVoZk9UQXdOekF5TlMweExtcHdad3wxYjBjNGVhNTVhZjY0ZWI0MGEwNGJhMjI3MzgxYmFkMGI4ZDMxYTQ3YWFlN2FkY2ViNWRmNGU0MmIyMjVmNmFl,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007026,,11130059,HEIDENAU,HEIDE TIRE K66 110/70-17,Neumático HEIDENAU K66 110/70-17 M/C 54H TL,162.14,134.00,83.08,4027694130598,3,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,36369,3700,575,575,110,70,110,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,54,H < 210 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007026-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhREl4TDJoaFlpODFNVE0zTkRBME16RTJPRGM1T0M4NE1EQlhlRGd3TUVoZk9UQXdOekF5TmkweExtcHdad3wzMzMxMWI2M2Q3NDk4OWM0MjU4NmI1MDA4ZGJlYmU4MTBlNjRiZWE1NGFhZmQ3ODRjNmJjZWE2MTJmY2UwZDBj,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007027,,11130064,HEIDENAU,HEIDE TIRE K66 130/70-17,Neumático HEIDENAU K66 130/70-17 M/C 62H TL,199.65,165.00,102.30,4027694130642,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,49972,5750,620,620,130,70,130,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,62,H < 210 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007027-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR015TDJoaU9DODFNVE0zTkRBME16VTJNakF4TkM4NE1EQlhlRGd3TUVoZk9UQXdOekF5TnkweExtcHdad3wxNTNhOTVmY2UxYTVjZDQzNjM4MDU1MDU5ZmU3YmNhOGU3ZmMzNzc0YmE3NDgyYjNjMDdlZjg4NjhjNDQzOGQw,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007024,,11130051,HEIDENAU,HEIDE TIRE K66 80/90-17,Neumático HEIDENAU K66 REINF 80/90-17 M/C 50S TL,104.06,86.00,53.32,4027694130512,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,26912,2800,580,580,80,90,80,Clásico/Urbano (diagonal y cruzado),,17,X-Ply,Neumáticos de motocicleta y scooter,,50,S < 180 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007024-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR0ZpTDJobE1DODFNVE0wTXpZMk5qUTBOak0yTmk4NE1EQlhlRGd3TUVoZk9UQXdOekF5TkMweExtcHdad3xiYzcwN2I5ODJlMzhjNTU3NmZhZGNiNDQ1ZGJkODU2NjVjOTBkY2FiNGNmYTc3N2M2MTExZDU5Njk2MmIwOGEx,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
