PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Color,Composición,Embalaje,Homologación,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,DeliveryPlant
1092999,,FRTCR125BT0020XP,FRESCO,FRESC ALUMINIUM SILENCER X-POWER,Silenciador FRESCO X-Power Aluminio,181.50,150.00,97.50,2201252416221,0,8714949090,0,1,"<ul>
<li>Silenciador de aluminio.</li>
<li>Montaje de alta calidad.</li>
<li>Para obtener los mejores resultados, utilice la l&iacute;nea de escape FRESCO.</li>
</ul>","
Silenciador de aluminio.
Montaje de alta calidad.
Para obtener los mejores resultados, utilice la línea de escape FRESCO.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,11537,1121,570,253,80,Aluminio,Aluminio,,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1092999-1.jpg?context=bWFzdGVyfHJvb3R8MTI0NzgxfGltYWdlL2pwZWd8YURNMkwyZzJOUzg1T0RBeE1Ua3pPRFExTlRVNE1pODRNREJYZURnd01FaGZNVEE1TWprNU9TMHhMbXB3Wnd8OGVjNDA1MDU4NGY2MDE2Y2QzMmRmN2JkZWE0YWNmZmZjYWI4YWRmOWFkNzM5YmNkOTZlMWRmM2I5Y2Q2MjM1YQ,https://api.mybihr.com/medias/800Wx800H-1092999-2.jpg?context=bWFzdGVyfHJvb3R8NzMxODh8aW1hZ2UvanBlZ3xhRFkyTDJnMVpTODVPREF4TVRrek9EWTFNakU1TUM4NE1EQlhlRGd3TUVoZk1UQTVNams1T1MweUxtcHdad3wxM2NhNTdiNGZjNWYwZTMyMGU5ZTQwOTkzMTg3YTk0MjZiOTUyZDY4YzM4YTFiYmVlOTRiNmQ2YWRjMGExYjBk,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1092981,79900214,BIGSPR55,FRESCO,FRESC SPRINGS,Muelles para escape FRESCO (10 uds.),23.14,19.12,12.43,BIGSPR55,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,347,140,114,95,32,,,,,,,,https://api.mybihr.com/medias/1092981-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMTN8aW1hZ2UvanBlZ3xhR1JpTDJnMk55ODVNREV6TmpneE5USXdOamN3THpFd09USTVPREV0TVY4NE1EQlhlRGd3TUVnfDllYjEyNTA0NGFjMWQ4MzY2NTVlMGUyNmIxNzc4ZjdjMDU4YjM4OWVlNmJiYTExZmZjMzM3YmE2MmY5NTFjNmE,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061329,7020007802,FRTEN300KT0017F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,399.30,330.00,214.50,5030011201771,1,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,53565,2414,558,365,263,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061329-1.jpg?context=bWFzdGVyfHJvb3R8OTI1NzF8aW1hZ2UvanBlZ3xhRGxtTDJnNE1pODVPREF4TVRrd05ESTBOVGM1TUM4NE1EQlhlRGd3TUVoZk1UQTJNVE15T1MweExtcHdad3wyMGUwMDhiNTAzMmNiZWEzODkxMjUxNTc3MjQwZGRlODUzZTFjMjI4OGZlNmY2M2JjZDM2ODE1OTNiMjYwZmM4,https://api.mybihr.com/medias/800Wx800H-1061329-2.jpg?context=bWFzdGVyfHJvb3R8OTc3NTF8aW1hZ2UvanBlZ3xhR1F4TDJnM09DODVPREF4TVRrd05EVXdOemt6TkM4NE1EQlhlRGd3TUVoZk1UQTJNVE15T1MweUxtcHdad3wzNTcwMmRlNWVmOGJmNDZhN2MwZDE4YWNjMjlhODMxZjdiYzYwZmE2MGZjZTk5NGQ4M2E5ODA5MDA0NDZjMmE3,https://api.mybihr.com/medias/800Wx800H-1061329-3.jpg?context=bWFzdGVyfHJvb3R8Nzk3MDN8aW1hZ2UvanBlZ3xhREptTDJnMllpODVPREF4TVRrd05Ea3dNVEUxTUM4NE1EQlhlRGd3TUVoZk1UQTJNVE15T1MwekxtcHdad3xhY2JiMzliNjE5MGEzZjI5MmRkY2RiMzNmZWNjOGRhNmIxYzc4NjlhZDI0ZjhlMTI5YWU3MDQ2NGZkOWVlOGY4,https://api.mybihr.com/medias/800Wx800H-1061329-4.jpg?context=bWFzdGVyfHJvb3R8NjAwMDV8aW1hZ2UvanBlZ3xhRFEyTDJneE9DODVPREF4TVRrd05USTVORE0yTmk4NE1EQlhlRGd3TUVoZk1UQTJNVE15T1MwMExtcHdad3wxMjA3NGYwZTZjMzNiZTg2NWRiMjA5Yjk2ODI2YWE1NDFmNWMwOWJmZTUxZjE0MWEyMjBkODNhNTkyYTkyODA5,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061332,7020005002,FRTEN300SH0016R,FRESCO,FRESC EXHAUST PIPE RAW,Bufanda escape FRESCO Raw - acero,302.50,250.00,162.50,5030019816182,2,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,61082,2580,532,416,276,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061332-1.jpg?context=bWFzdGVyfHJvb3R8OTg4MjN8aW1hZ2UvanBlZ3xhR0l3TDJoa055ODVPREF4TVRrd09ETTNORFUxT0M4NE1EQlhlRGd3TUVoZk1UQTJNVE16TWkweExtcHdad3w0MmRjMDVlOWI2MTQ0OWQzMmFjYmY4YTI5Nzk3MmNkNjk0N2YxOTg3OWFjNmQxN2JkZmQ1MDkwZGNkYjBmMTU3,https://api.mybihr.com/medias/800Wx800H-1061332-2.jpg?context=bWFzdGVyfHJvb3R8OTQ4NDB8aW1hZ2UvanBlZ3xhR1V4TDJoalpDODVPREF4TVRrd09EWXpOamN3TWk4NE1EQlhlRGd3TUVoZk1UQTJNVE16TWkweUxtcHdad3wyMDViZGQxZWUzMjI4NTI5NWM5MzIxYWY2NjBlZjliOTdjZDg5MGE4YThkYWE1OTZmMDE4Yjg5ZTc3YzZlMDRm,https://api.mybihr.com/medias/800Wx800H-1061332-3.jpg?context=bWFzdGVyfHJvb3R8NzUyMzd8aW1hZ2UvanBlZ3xhR1UxTDJnNU5TODVPREF4TWpRMU5qazNOalF4TkM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TWkwekxtcHdad3w1ZWM4ZTU4MmIyNTg5ZGE1YTEyMmNlMWNlM2NlOWZhMzIzMGEyOGFkNzg5NjQyYzEwODU2Mjg0YWI1NzdhYWJl,https://api.mybihr.com/medias/800Wx800H-1061332-4.jpg?context=bWFzdGVyfHJvb3R8ODAzMzl8aW1hZ2UvanBlZ3xhREEzTDJnMllpODVPREF4TVRrd09UUXlNekV6TkM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TWkwMExtcHdad3xmYTdiMTQ2YzJhNjlmMjU1MmZiYjQyYTc1YWFlOTIzOTgyNjUzOGVhOWRjMDFiZDI0MGJlNjUwNWIzZWQ1NDdh,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061334,7020004603,FRTEN300SH0016C,FRESCO,FRESC EXHAUST PIPE CHROME,Bufanda escape FRESCO Chrome - acero cromado,350.90,290.00,188.50,5030019816380,1,8714109090,0,1,"<p>La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.</p> <ul> <li>El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo.</li> <li>Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor.</li> <li>Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima.</li> <li>Compatible con el silenciador original.</li> </ul>","
La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.  El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo. Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor. Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima. Compatible con el silenciador original. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,56564,2645,517,416,263,,,Cromo,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061334-1.jpg?context=bWFzdGVyfHJvb3R8OTM1NzB8aW1hZ2UvanBlZ3xhR1V5TDJobU15ODVPREF4TVRreE1URXlOekEzTUM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TkMweExtcHdad3wzZThhYjgzNGIyNTEyMzYwMmQ4ODU4NjU3ODAyMTAyZGQ3NTMxNTJhMmYwOWRkNGExNzA0NjI4MDVjZTJhZThm,https://api.mybihr.com/medias/800Wx800H-1061334-2.jpg?context=bWFzdGVyfHJvb3R8ODM1NDB8aW1hZ2UvanBlZ3xhRFkwTDJobFl5ODVPREF4TVRreE1UTTRPVEl4TkM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TkMweUxtcHdad3xiOWMxZDMwNjJiOTE0YmQ4MDM0YTUyY2ZmMWYzZjJhNWRkN2MyNzgwNTk3NzFkNTI3NzlhNDk2NGY1MWFkMmMx,https://api.mybihr.com/medias/800Wx800H-1061334-3.jpg?context=bWFzdGVyfHJvb3R8NTc0NzR8aW1hZ2UvanBlZ3xhR016TDJoa1pTODVPREF4TVRreE1UYzRNalF6TUM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TkMwekxtcHdad3w1ZjZhMTk4MzZlMmUyM2IwOWIzZTFlY2MzMzg2YWJkYWQ0MzZlNzhhMTU2YmJlZTQxZTZmMTdjOGQxMTE0YjYx,https://api.mybihr.com/medias/800Wx800H-1061334-4.jpg?context=bWFzdGVyfHJvb3R8ODc1OTh8aW1hZ2UvanBlZ3xhRGhpTDJnNE9TODVPREF4TVRreE1qRTNOVFkwTmk4NE1EQlhlRGd3TUVoZk1UQTJNVE16TkMwMExtcHdad3w2ZmE5MjE2YTEyZjJiYTRjNGYwMDlhODQxYWE5MDczMTUzYWNmM2MxY2JkNmIwNTJkMmNiNmRmYjlkZTUxMDIz,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061335,7020006303,FRTEN300SH0019C,FRESCO,FRESC EXHAUST PIPE CHROME,Bufanda escape FRESCO Chrome - acero cromado,350.90,290.00,188.50,5030019819381,0,8714109090,0,1,"<p>La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.</p> <ul> <li>El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo.</li> <li>Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor.</li> <li>Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima.</li> <li>Compatible con el silenciador original.</li> </ul>","
La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.  El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo. Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor. Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima. Compatible con el silenciador original. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,56812,2463,550,365,283,,,Cromo,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061335-1.jpg?context=bWFzdGVyfHJvb3R8OTM1NzB8aW1hZ2UvanBlZ3xhR0ZpTDJnM1l5ODVPREF4TVRreE1qVXdNek15Tmk4NE1EQlhlRGd3TUVoZk1UQTJNVE16TlMweExtcHdad3w0NjgxOGM3NmMyMzg1Nzg5NDc0ZDA3ZmY3YmI1ZTAyZjNkNjE3YmM4MjM2NGJjNTEwZDgwYTgxZDZjYjJjYzU1,https://api.mybihr.com/medias/800Wx800H-1061335-2.jpg?context=bWFzdGVyfHJvb3R8ODM1NDB8aW1hZ2UvanBlZ3xhREprTDJnM05TODVPREF4TVRreE1qYzJOVFEzTUM4NE1EQlhlRGd3TUVoZk1UQTJNVE16TlMweUxtcHdad3xiNTZiZDVmZGY5YTBjYTRhMDAzNGNkZjg2ODg4NzE1MGZmNTg2ODJmYzViMzIyZjcyYWZlMzlkN2JjMzI5MWEx,https://api.mybihr.com/medias/800Wx800H-1061335-3.jpg?context=bWFzdGVyfHJvb3R8NTc0NzR8aW1hZ2UvanBlZ3xhR1kwTDJneFppODVPREF4TVRreE16RTFPRFk0Tmk4NE1EQlhlRGd3TUVoZk1UQTJNVE16TlMwekxtcHdad3wxMmRkYzJiODgyNjhjZGIzOWRhZGM0ZjBmZTQ2YWU1MmE0NzczYjQ0ODAxZmYyMGUxMWRjMmY3ZDQ4MTZhOWJk,https://api.mybihr.com/medias/800Wx800H-1061335-4.jpg?context=bWFzdGVyfHJvb3R8ODc1OTh8aW1hZ2UvanBlZ3xhRFV6TDJneE1pODVPREF4TVRreE16VTFNVGt3TWk4NE1EQlhlRGd3TUVoZk1UQTJNVE16TlMwMExtcHdad3xjYjNiYTA1YTlhNjRmNmU1YmNlZTI0ZWJlMDg4ODE3ODM2NmMxODdjMWQyMTY2OWRmM2MyZTY4YjMxMzFkNWQy,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061322,7020009202,FRTEN300GG0018F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,399.30,330.00,214.50,5030077001872,1,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,71402,2456,660,385,281,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061322-1.jpg?context=bWFzdGVyfHJvb3R8OTI1NzF8aW1hZ2UvanBlZ3xhR1prTDJnNFl5ODVPREF3T1RRek56QXhNVGs1T0M4NE1EQlhlRGd3TUVoZk1UQTJNVE15TWkweExtcHdad3w4ODgxYjM5MTdmYWZlMTc4MWUwYzlmYzkyNjkzMDVkMmY4YmJmM2FiYWU1Mjg2YjQ3NTQ3M2Y5Mzk3MTc0ODlh,https://api.mybihr.com/medias/800Wx800H-1061322-2.jpg?context=bWFzdGVyfHJvb3R8OTc3NTF8aW1hZ2UvanBlZ3xhRGRsTDJnNE5TODVPREF3T1RRek56STNOREUwTWk4NE1EQlhlRGd3TUVoZk1UQTJNVE15TWkweUxtcHdad3w2Yjg2N2MyNTY5ODAwMDg5YjBiNzBlMDY4ZWM1ZmYzYjExODc2NTBlMzA0NDUwYTU1YjdjODljOWY0MWYwOTUz,https://api.mybihr.com/medias/800Wx800H-1061322-3.jpg?context=bWFzdGVyfHJvb3R8Nzk3MDN8aW1hZ2UvanBlZ3xhR1l3TDJnM055ODVPREF3T1RRek56WTJOek0xT0M4NE1EQlhlRGd3TUVoZk1UQTJNVE15TWkwekxtcHdad3w4NGNjOTUzNmM2MGJmZmNlMDZkZjdlN2M4MWYzZDQyOTRlZGFiMTNjM2VlNjYwMjk1MGZmZmEyOTRjYzAxODJm,https://api.mybihr.com/medias/800Wx800H-1061322-4.jpg?context=bWFzdGVyfHJvb3R8NjAwMDV8aW1hZ2UvanBlZ3xhR0UwTDJneU1pODVPREF3T1RRek9EQTJNRFUzTkM4NE1EQlhlRGd3TUVoZk1UQTJNVE15TWkwMExtcHdad3xiYjAyZDY0YjhiMjcwYjdiMTQwNjIyNjk3ODYyNWNhNDcyZjE3MWJhNGMyODdlZTkxNmNlMmMyZWIwMzAxZTY2,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061325,7020005402,FRTEN300KT0020R,FRESCO,FRESC EXHAUST PIPE RAW,Bufanda escape FRESCO Raw - acero,302.50,250.00,162.50,5030011020181,0,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,71814,2487,582,482,256,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061325-1.jpg?context=bWFzdGVyfHJvb3R8OTg4MjN8aW1hZ2UvanBlZ3xhREUxTDJoaE5TODVPREF4TVRnNU9EYzBNRGMyTmk4NE1EQlhlRGd3TUVoZk1UQTJNVE15TlMweExtcHdad3wzMTJmZGM4ZTEyYzAyNDY1OTUwY2FhZGJkYjlmY2JjNTYwMGJlYThmZWIxNmM5NWZkMzlkMmNjNzVmNDI4MDIx,https://api.mybihr.com/medias/800Wx800H-1061325-2.jpg?context=bWFzdGVyfHJvb3R8OTQ4NDB8aW1hZ2UvanBlZ3xhRGxpTDJnMU15ODVPREF4TVRnNU9UQXdNamt4TUM4NE1EQlhlRGd3TUVoZk1UQTJNVE15TlMweUxtcHdad3xlOGY0ZDRmNWI0YWE4ZTliNDI1NzFmYmY4YWVlZjc0MWJmZTRlMmU5ODQ0NTdiMjAzZDkxYjlkZGJjZGIxMjUy,https://api.mybihr.com/medias/800Wx800H-1061325-3.jpg?context=bWFzdGVyfHJvb3R8NzUyMzd8aW1hZ2UvanBlZ3xhREUwTDJnNFppODVPREF4TWpRMU5qYzNPVGd3Tmk4NE1EQlhlRGd3TUVoZk1UQTJNVE15TlMwekxtcHdad3w5OGI1MjRhYWU3Yjc0ZTNiYjlhOTRlZTc1NmI5MTdjODAwODAxZTkzZjU2NjNhOTU1NGJjNjM2ZDdiMWYwNTBj,https://api.mybihr.com/medias/800Wx800H-1061325-4.jpg?context=bWFzdGVyfHJvb3R8ODAzMzl8aW1hZ2UvanBlZ3xhR05tTDJnellTODVPREF4TVRnNU9UYzRPVE0wTWk4NE1EQlhlRGd3TUVoZk1UQTJNVE15TlMwMExtcHdad3xiYWJhNmFmMjFjODM5ZWE3NjAyYmNiNjNkMGZiNDUzZTU3ZWNhYjY0NWQ2YjBiNzQyZmVlNjUwMWE1NGQ1MTU5,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061327,7020007602,FRTEN300KT0011F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,399.30,330.00,214.50,5030011201177,0,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,54644,2449,520,378,278,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1061327-1.jpg?context=bWFzdGVyfHJvb3R8OTI1NzF8aW1hZ2UvanBlZ3xhRFU1TDJnME55ODVPREF4TVRrd01UUTVNekkzT0M4NE1EQlhlRGd3TUVoZk1UQTJNVE15TnkweExtcHdad3w5YmZjMDUxNjk5ODI1MGM1MjM0NzJhOTBlYWIxMjI2NGIyNjRlOTZlMzg5OTM4YzQ3YTRlZGRmOTRhNTM2NjBm,https://api.mybihr.com/medias/800Wx800H-1061327-2.jpg?context=bWFzdGVyfHJvb3R8OTc3NTF8aW1hZ2UvanBlZ3xhREkzTDJnMU1TODVPREF4TVRrd01UYzFOVFF5TWk4NE1EQlhlRGd3TUVoZk1UQTJNVE15TnkweUxtcHdad3w3YTcwOTg1NjcwYTgwZDAxOTQ5ZWQ3MGNjNWE5MzI4ZmQwYjhhODRiZmY0Y2YyMDZhNmY2NTk0NzQ3ODRhZTc0,https://api.mybihr.com/medias/800Wx800H-1061327-3.jpg?context=bWFzdGVyfHJvb3R8Nzk3MDN8aW1hZ2UvanBlZ3xhRFl3TDJoaE5pODVPREF4TVRrd01qRTBPRFl6T0M4NE1EQlhlRGd3TUVoZk1UQTJNVE15TnkwekxtcHdad3xlZGQyZmU0NGMzNmI3OTA5OTA1YTk0YTEwNjFhMjhkN2VjYTIzYzE2ZTc4NzcwNzFhMjFhMTliNGFhYjI2MGRm,https://api.mybihr.com/medias/800Wx800H-1061327-4.jpg?context=bWFzdGVyfHJvb3R8NjAwMDV8aW1hZ2UvanBlZ3xhREF4TDJoaU5DODVPREF4TVRrd01qVTBNVGcxTkM4NE1EQlhlRGd3TUVoZk1UQTJNVE15TnkwMExtcHdad3w0ZDE0NDAyM2VlN2FmNGYxZDljZjI2NmM3MGNiYzdjNjcyODQ3NWVkZWYxZDA4MTc2ZDdlNTU1MjJmOGE3Mzdj,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061344,79900179,FRTENADOTCA-R,FRESCO,FRESC SILENCER STICKER RED,"Kit de adhesivos Fresco 2T, color rojo",10.89,9.00,5.85,5014152031183,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,262,23,205,142,9,,,,Amarillo,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1061345,79900178,FRTENLVOTCA2T,FRESCO,FRESC SILENCER FIBERGLASS,Fibra de escape y 10 remaches para escapes Fresco,32.67,27.00,17.55,5012221520316,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,11978,681,497,241,100,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
