PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Composición del kit,Diámetro int/ext (mm/mm),Embalaje,Espesor (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1018329,,F1907A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,99.95,82.60,53.69,8025832269441,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,898,353,161,164,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018329-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURreEwyZzBZUzg0TVRRMk9UWTNPVE16TnpVd01pODRNREJYZURnd01FaGZNVEF4T0RNeU9TMHhMbXB3Wnd8MTk1NTJiZTY5ZmIwNDBlZWRjZThjOWY1Y2NlMDM1MjM4NDI4ZDBkMzhjYzVlMjU0ZjNlZTZjZTA3NWMzYmJjMw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018259,,F1545AC,NEWFREN,NEWFR PLATE STEEL&FRICTION,Kit de discos + separadores de embrague NEWFREN Standard,195.17,161.30,104.85,8025832165422,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2949,1034,187,190,83,,,,por unidad,,https://api.mybihr.com/medias/1018259-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MjV8aW1hZ2UvanBlZ3xhR05qTDJoaFpDODRPVEF4TnpZMU56a3hOemMwTHpFd01UZ3lOVGt0TVY4NE1EQlhlRGd3TUVnfDU1MzkxNDAxNjE4MGRiZDM4Yzc4YTRjMTdmODc1YjQ2NDRiYzk4NDg4MGM5OTJiN2EwYmQxOTkxMWI1NWQ5MGY,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018261,,F1560A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,32.31,26.70,17.36,8025832032885,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,229,144,116,116,17,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018261-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURZeEwyZzJNQzg0TVRRMk56UXdOekV6T0RnME5pODRNREJYZURnd01FaGZNVEF4T0RJMk1TMHhMbXB3Wnd8NjRlOGQ5NDQ4ZWM4ZGQxMjIyZDgxMDFkODdmNjIyMThkNjM1ZDIxMDYwYzlkNzAwNWFiZWI3YWI4NjYzYWQxNw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018263,,F1565A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,102.12,84.40,54.86,8025832165552,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1025,397,169,164,37,Orgánica,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1018263-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdNd0wyZzFNaTg0TVRRMk56UXdOelV6TWpBMk1pODRNREJYZURnd01FaGZNVEF4T0RJMk15MHhMbXB3Wnd8MjZlNTIyZWM3ZTJmZjQ3ZTYzNTc1Nzc1ZTk1MzlmZjZhZjFhNzJlODkzZTM4ZDU3ZTE5Nzg1MmVhNjQ1NzNjOA,https://api.mybihr.com/medias/800Wx800H-1018263-2.jpg?context=bWFzdGVyfHJvb3R8MjY4OTM5fGltYWdlL2pwZWd8YUdKakwyZzROQzh6TXpJMk5UZzNNVGcwTnpRMU5DODRNREJYZURnd01FaGZNVEF4T0RJMk15MHlMbXB3Wnd8YmRhYzA4ODZmZjM5YmQyZjQ1OGMwZDBjNmIzNjkwNWI2N2Q4OTNlYTY5NDAzN2QzMTcxNmQzNDcwN2FjYTg5ZA,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018266,,F1575/5A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,29.89,24.70,16.06,8025832033080,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,258,256,117,116,19,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018266-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURBekwyZzBZeTg0TVRRMk56UXdOemN5T0RZM01DODRNREJYZURnd01FaGZNVEF4T0RJMk5pMHhMbXB3Wnd8ZTBmMTg3ZTliZmI3MjBjMTkxZWYzN2JlMTM4OTk5YTY4ODIwNDNjY2UwODdjMGJjZjc5ZGFlMDk2NTU3NWQzYQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018282,,F1645A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,47.07,38.90,25.29,8025832165644,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,740,168,148,147,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018282-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURRekwyZzNNUzg0TVRRMk56UXhNREk0TkRVM05DODRNREJYZURnd01FaGZNVEF4T0RJNE1pMHhMbXB3Wnd8ZDdjY2Y5NzU3ODljYzU0MDk2ZDI1NDAyZWVmMGZhYzBlYTg2MTc1Zjg4ODczZDdiZWUzYzJkNzY1NWM4Mjg4MQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1124845,,F1540SRS,NEWFREN,NEWFR PLATE STEEL&FRICTION,Kit de embrague NEWFREN Performance,69.33,57.30,37.25,8025832088738,33,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,698,254,148,143,33,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1124845-1.jpg?context=bWFzdGVyfHJvb3R8MTQ1MjIxfGltYWdlL2pwZWd8YUdZMEwyZ3paaTgxTURRM01EWTVNekl3T0RBNU5DODRNREJYZURnd01FaGZNVEV5TkRnME5TMHhMbXB3Wnd8ZDU0ZTViZmJiNjQ2YTFlNWQ5OTg0MzU1NDExZThiN2VmNzM1MTQyNzlmMzNhYThmNjc3ZWM4OTU1ODE4Njg3Yw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118422,,F2889SR,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Performance,249.02,205.80,133.77,8025832371014,2,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1757,1097,168,166,63,,,,por unidad,,https://api.mybihr.com/medias/1118422-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhREl6TDJnNE15OHlOams0TXpVek5qQXpNemd5TWk4eE1URTROREl5TFRGZk9EQXdWM2c0TURCSXwzMDVkMjRjM2RiNGQ5NzczMmE1M2JkNmIzYTIxY2M2MDAwYTVjMDA5MGNkNmVjOTdjMWE5ODhkMWE2ODcyMzM3,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018269,,F1591AC,NEWFREN,NEWFR PLATE STEEL&FRICTION,Kit de discos + separadores de embrague NEWFREN Standard,87.12,72.00,46.80,8025832033271,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2949,1726,187,190,83,,,,por unidad,,https://api.mybihr.com/medias/1018269-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MjV8aW1hZ2UvanBlZ3xhREV5TDJnM1ppODRPVEF3T1RFM056VTFPVE0wTHpFd01UZ3lOamt0TVY4NE1EQlhlRGd3TUVnfDE1NTkwZjZmZjM1YTU5NzVjYTZjMjAyMDUzZGMwM2Q1ZDgwMDAzMmQ5NWVmNGJhZTU1ZTIxMGU1MDg0YjNhMWI,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118407,,F1337YC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Pro Race,376.43,311.10,202.22,8025832033028,1,8714105000,0,1,"<p><strong>PRO RACE - DUCATI LINE</strong></p>
<p>Primer equipo elegido por Ducati con el grupo embragues STM para equipar la Panigale V4R y socio de Ducati Corse en Team SBK. La Linea Newfren con aplicaciones Ducati, hoy es la gama m&aacute;s extensa y la m&aacute;s avanzada tecnol&oacute;gicamente. La gama incluye discos org&aacute;nicos y discos sinterizados. Set para ba&ntilde;o en aceite y set para seco. El producto garantiza un recambio de altas prestaciones. Sea la gama sinterizada, sea la gama org&aacute;nica. Los embragues Newfren han sido seleccionados como primer equipo en modelos de serie.</p>","
PRO RACE - DUCATI LINE

Primer equipo elegido por Ducati con el grupo embragues STM para equipar la Panigale V4R y socio de Ducati Corse en Team SBK. La Linea Newfren con aplicaciones Ducati, hoy es la gama más extensa y la más avanzada tecnológicamente. La gama incluye discos orgánicos y discos sinterizados. Set para baño en aceite y set para seco. El producto garantiza un recambio de altas prestaciones. Sea la gama sinterizada, sea la gama orgánica. Los embragues Newfren han sido seleccionados como primer equipo en modelos de serie.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3195,1502,204,178,88,,,,por unidad,,https://api.mybihr.com/medias/1118407-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhR00wTDJnd1lpOHlOams0TXpVek1ERXpOVFU0TWk4eE1URTROREEzTFRGZk9EQXdWM2c0TURCSXw4MDI2MTI2M2E2N2E2ZjRkZjUwNDU1MDc0Y2NjYjdmZmM1MmU3NDIzYmY2YTc2NDBiNWY2NDVmOGE3YmRiMDUw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118429,,F2726A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,73.69,60.90,39.59,8025832381181,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,953,238,168,162,35,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1118429-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdGa0wyaGpNUzg0TVRRMk9UWTRPRGcwTURJeU1pODRNREJYZURnd01FaGZNVEV4T0RReU9TMHhMbXB3Wnd8MzgzYTZiOTE2ODQ4NWE2YWUwNjMyYWIyNjNhMzY0MjUzN2ZjOTI1ZTk5NTU2ZGI5MDIwODZhZjliOWNmMmM2NA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118413,,F2685AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,56.99,47.10,30.62,8025832274964,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,723,333,150,146,33,,,,por unidad,,https://api.mybihr.com/medias/1118413-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhRFF5TDJobFlTOHlOams0TXpVek1qUTVORGczT0M4eE1URTROREV6TFRGZk9EQXdWM2c0TURCSXxlYjY0ODExYjIxNGE1MWJiMjRiNDE2ZmU3ZjNmMzNhODBkYmExYTc2MWIxYTVkYjU0NDhmNWNlMDAyYzA3MGE1,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
