PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 1 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Composición,Construcción,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Número de pistones,Posición,Tipo de producto,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1009014,93841,57-154,ALL BALLS,ALLBA SEAL FORK DUST SET,"Kit de guardapolvos de horquilla ALL BALLS - 61x35x31,5 mm",22.32,18.45,11.07,723980426423,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,874,86,123,103,69,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1009014-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM0MDF8aW1hZ2UvanBlZ3xhRGxqTDJnMlppOHhOVFF5TURZMk5qY3dOems1T0M4eE1EQTVNREUwTFRGZk9EQXdWM2c0TURCSXxjNDc1YWFhMjM4MmFiMzQ3MjhmYTNiZmJjNjE5YWE3MzM1NzRiYTkyNjMxODVhM2NlN2EwYzRiZTQ0ZmRlMGY1,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1009021,93847,57-163,ALL BALLS,ALLBA SEAL FORK DUST SET,Kit de guardapolvos de horquilla ALL BALLS - 53x34x39 mm,23.52,19.44,11.66,723980426492,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,866,72,123,102,69,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1009021-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE1ODl8aW1hZ2UvanBlZ3xhR0ZtTDJnMU9DOHhOVFF5TURZNU1qY3lOVGM1TUM4eE1EQTVNREl4TFRGZk9EQXdWM2c0TURCSXw3N2E2ZGIzZTMzMGQ5NzlhODgyM2M1ZWMxNDFhZTdhZmRkOGI5OTQxZmY1NDcxZmQxYWYwYWEwYjZhMGE0ODQy,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1009011,94180,57-151,ALL BALLS,ALLBA SEAL FORK DUST SET,"Kit de guardapolvos de horquilla ALL BALLS - 63,3x42x34,8 mm",22.91,18.93,11.36,723980426409,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,920,96,124,103,72,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1009011-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI5MjF8aW1hZ2UvanBlZ3xhRGRpTDJoa05DOHhOVFF5TURZME9UWTJPRFl6T0M4eE1EQTVNREV4TFRGZk9EQXdWM2c0TURCSXwxNzFlY2NkNmI4ZWExMzAxNjk5N2UyZWQ5OGQ5OGNkYTMzMjU4OGQyNGU4YmFkMTk4NzdiNTkzZTJlMDUzZDA2,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1009027,34531,24-1019,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls (repl 24-1018) 24-1019,103.96,85.92,51.55,34531,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,863,524,122,104,68,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1009027-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhRGxsTDJoaU9TOHhOVFF5TURZMk9URXpNamd6TUM4eE1EQTVNREkzTFRGZk9EQXdWM2c0TURCSXw0OTA4ODJhZmUzZjc4OTRjMmI2MGIyZDAzM2ZmMzRkZmNiMmIxYzMyYWVjMjc1MzhkYmFmNDAwNjFkYTBjNDdk,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008976,34554,24-1044,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1044,117.16,96.83,36.07,8430525345546,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,571,514,122,104,45,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008976-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhR015TDJnd05pOHhOVFF5TURZNE9EUXdNRFF4TkM4eE1EQTRPVGMyTFRGZk9EQXdWM2c0TURCSXw0ZDkzNjcxYzI3NzUyZDIwODc1ODI5ZTc4OTk4ODYwMDEzYTBjY2M2ZTU5NWY5Y2RhOGNiNjViOTY3YTA2NjQw,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008977,34561,24-1053,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls 24-1053,67.61,55.88,33.53,8430525345614,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,594,680,105,123,46,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008977-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhRGRpTDJnd05DOHhOVFF5TURZNE9EYzVNell6TUM4eE1EQTRPVGMzTFRGZk9EQXdWM2c0TURCSXw5OGFlY2ZhNWYwNTM3Zjk1YTFhNzkyNWFiMmRkMjYxODU1ZmFiMjMwNDk2ZTliMDE2N2FiODU2YWE0MzRmNGI0,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008968,34532,24-1020,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1020,120.79,99.83,59.90,34532,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,864,658,121,105,68,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008968-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhRGs0TDJneU15OHhOVFF5TURZMk1qTTRNall5TWk4eE1EQTRPVFk0TFRGZk9EQXdWM2c0TURCSXw3MmNhOWQyMjcxODhlZDcwMWM0MDQ3YjVhNTgzMmViZDVkYTM5YTdhNDM0MTk2NDA5ZGFmZWZlZjUzMWQ5NDdm,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008991,93775,24-1075,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1075,86.14,71.19,42.71,93775,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,660,396,106,122,51,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008991-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE3OTc4fGltYWdlL2pwZWd8YURNeUwyZ3dPQzh4TlRReU1EWTBOamt4TmpFeU5pOHhNREE0T1RreExURmZPREF3VjNnNE1EQkl8MjJhOTNmZDhlNGYzYmQxNTAwNGMwMzczZWUzM2Y3OTg4NzFmNTVkNDgzNjgyZGI3ZjAxNGUzYzExZTcxZDMyYw,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008984,93788,24-1064,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1064,117.59,97.18,58.31,8430525937888,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,647,372,122,102,52,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008984-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzM1fGltYWdlL2pwZWd8YURrNEwyZzNZaTh4TlRReU1EWTBOVFkzTURrME1pOHhNREE0T1RnMExURmZPREF3VjNnNE1EQkl8NGNiMzQyNmZkNmJkYzc5YmE0MWM1YTg5NmVlYWQ0OWMzOTMzNmMxMmQ3OWI2NThkZjEyOGJhNGVkZTllOTYxMw,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008999,34615,24-1111,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1111,138.92,114.81,68.89,34615,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,917,116,123,108,69,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008999-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhRGt3TDJobFpDOHhOVFF5TURZMk5URXpOVEV6TkM4eE1EQTRPVGs1TFRGZk9EQXdWM2c0TURCSXw2ZDhlY2UzZmMyNDc2Nzk1Yzk2OTYyMzI1MDQ2NzcxMmEwMDY5MTEyZGMyNzRkOTQxNTVjNzc2MjRlZTRmNjg5,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008993,34586,24-1079,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls 24-1079,91.78,75.85,27.22,8430525345867,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,874,766,123,103,69,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008993-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc2NDJ8aW1hZ2UvanBlZ3xhRFZqTDJnMVlTOHhOVFF5TURZMk16azFOVFE0Tmk4eE1EQTRPVGt6TFRGZk9EQXdWM2c0TURCSXwyNjkxM2M0YWM2ZmI0NDY3NTU5YTEyMjUwZTdlOTk3MmE2YjAwN2QwN2I4ZTdjNjM3NTU2MjRlNDQ1OGY1MDkw,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1126910,,27-1193,ALL BALLS,ALLBA LINKAGE BEARING KIT,Kit de reparación de bieletas ALL BALLS,109.84,90.78,54.47,613310797340,2,8714109090,0,1,"<p>All Balls ofrece la gama m&aacute;s completa del sector de kits de rodamientos y juntas, kits de transmisi&oacute;n y kits de suspensi&oacute;n. Tanto si conduces por carretera como fuera de ella, ATV o UTV, tenemos los cojinetes y componentes de transmisi&oacute;n que necesitas para soportar cualquier abuso.</p>
<ul>
<li>Kit de reparaci&oacute;n de bieletas</li>
<li>Para una renovaci&oacute;n de alta calidad</li>
<li>Contiene todas las piezas y juntas necesarias</li>
</ul>","
All Balls ofrece la gama más completa del sector de kits de rodamientos y juntas, kits de transmisión y kits de suspensión. Tanto si conduces por carretera como fuera de ella, ATV o UTV, tenemos los cojinetes y componentes de transmisión que necesitas para soportar cualquier abuso.

Kit de reparación de bieletas
Para una renovación de alta calidad
Contiene todas las piezas y juntas necesarias
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,770,400,110,100,70,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1126910-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NjZ8aW1hZ2UvanBlZ3xhREpqTDJoalppODJORE01TkRNM05Ua3lNVFk1TkM4NE1EQlhlRGd3TUVoZk1URXlOamt4TUMweExtcHdad3w0ZGU5YzY1NGQ2NTM4YTJkYWMwNWYxYWFlODI3YWNkZDEyMjRhYTk4ZWViMzczOGE3M2UzOTQyNmE2OGRmMTNj,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008894,641126,24-2004,ALL BALLS,ALLBA CRANKSHAFT OIL SEAL KIT,Kit de retenes de cigüeñal ALL BALLS,32.91,27.20,9.00,24-2004,3,8714109090,0,1,<ul>  <li>Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.</li>  <li>Kit de retenes para cigüeñal</li>  <li>Medidas y características idénticas a las del equipo original</li>  <li>Se venden por pares</li></ul>,"  Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.  Kit de retenes para cigüeñal  Medidas y características idénticas a las del equipo original  Se venden por pares",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,245,61,116,111,19,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008894-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDgzMDd8aW1hZ2UvanBlZ3xhR1F4TDJnMk1DODRPVE0wT1RFM056azVPVFkyTHpFd01EZzRPVFF0TVY4NE1EQlhlRGd3TUVnfGQ0NDVlMjEzNGNiMTUxZmU3MWI0YjY0ZDBmYzBhMDAzMGQwOGJjYzcwMWU5MzY0ZGI2OWViZDhmOWIwMGZlZjQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008854,34544,24-1032,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls 24-1032,71.87,59.40,35.64,8430525345447,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls crankshaft bearing kits allow you to recondition your crankshaft and improve its reliability and performance. </p><ul> <li>Crankshaft bearing kit</li><li>Includes all of the bearings and seals needed for the procedure</li><li>Bearings treated to minimise friction</li><li>Product developed during competition riding in the USA</li><li>Dimensions are identical to the original set-up</li></ul> </body> </html>","       All Balls crankshaft bearing kits allow you to recondition your crankshaft and improve its reliability and performance.  Crankshaft bearing kitIncludes all of the bearings and seals needed for the procedureBearings treated to minimise frictionProduct developed during competition riding in the USADimensions are identical to the original set-up  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,430,371,116,109,34,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008854-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYyMzR8aW1hZ2UvanBlZ3xhR1poTDJoaVppODRPVFV5T0RFek1qSXpPVFkyTHpFd01EZzROVFF0TVY4NE1EQlhlRGd3TUVnfDhmNWU2MjlhYWViYzRmYmZjZDM5YmMwZWUzYjJjMGRmYzNlMWVjZDliMTc3NjRlZmMwNjJmOTZhMzkxODRiN2Y,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008915,641137,24-2029,ALL BALLS,ALLBA CRANKSHAFT OIL SEAL KIT,Kit de retenes de cigüeñal ALL BALLS,30.00,24.79,14.87,24-2029,2,8714109090,0,1,<ul>  <li>Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.</li>  <li>Kit de retenes para cigüeñal</li>  <li>Medidas y características idénticas a las del equipo original</li>  <li>Se venden por pares</li></ul>,"  Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.  Kit de retenes para cigüeñal  Medidas y características idénticas a las del equipo original  Se venden por pares",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,182,53,119,109,14,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008915-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1MDd8aW1hZ2UvanBlZ3xhREl4TDJoaU1DODRPRFUyTXpjd05ERXpOVGs0THpFd01EZzVNVFV0TVY4NE1EQlhlRGd3TUVnfDMxMWI2NGYyNzA2YmJlNDRhMmM5OTQyMGY5Y2U0NDJmNmIxOGY4ZDEwOTFjNjNjYTkxM2M5MWE5Y2JkNDg5MWU,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008901,641129,24-2011,ALL BALLS,ALLBA CRANKSHAFT OIL SEAL KIT,Kit retenes de cigüeñal All Balls Honda CR250R,30.52,25.22,15.13,24-2011,2,8714109090,0,1,<ul>  <li>Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.</li>  <li>Kit de retenes para cigüeñal</li>  <li>Medidas y características idénticas a las del equipo original</li>  <li>Se venden por pares</li></ul>,"  Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.  Kit de retenes para cigüeñal  Medidas y características idénticas a las del equipo original  Se venden por pares",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,291,58,119,111,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008901-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY2ODh8aW1hZ2UvanBlZ3xhREE0TDJnNVppODRPRGN6TURZeE1UZzNOakUwTHpFd01EZzVNREV0TVY4NE1EQlhlRGd3TUVnfGJkYzU5ODJhYzM2ZjFmODlmYjUzYjljOGUwZDYzNWI3NTliYzhlZjk2NGIzOGZhOTFmZWU3NWQyNzNkMTFkNjU,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008892,412056,24-1116,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls Suzuki LTR450,131.14,108.38,65.03,24-1116,0,8714109090,0,1,<ul>  <li>Los kits de rodamientos para cigüeñal de All Balls te permitirán repararlo y mejorar tanto su fiabilidad como su rendimiento.</li>  <li>Kit de rodamientos para cigüeñal</li>  <li>Incluye todos los rodamientos y retenes necesarios</li>  <li>Rodamientos tratados para minimizar la fricción</li>  <li>Producto de la experiencia de competición en los Estados Unidos.Tiene las mismas medidas que los de origen.</li></ul>,"  Los kits de rodamientos para cigüeñal de All Balls te permitirán repararlo y mejorar tanto su fiabilidad como su rendimiento.  Kit de rodamientos para cigüeñal  Incluye todos los rodamientos y retenes necesarios  Rodamientos tratados para minimizar la fricción  Producto de la experiencia de competición en los Estados Unidos.Tiene las mismas medidas que los de origen.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,488,740,112,109,40,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008892-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcwNzl8aW1hZ2UvanBlZ3xhREppTDJnNFlTODRPVEF4TXpZd01UVTJOekF5THpFd01EZzRPVEl0TVY4NE1EQlhlRGd3TUVnfDFjM2ExY2Q1NDFhZjFjOGY2MjZkMzM5ZDA4MWJkODcwOTUwNzBkNjZkMWJkOGRkNjRiZWZhMjA2YzA3MTc5MDM,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008887,34612,24-1108,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls 24-1108,85.14,70.36,42.22,34612,2,8714109090,0,1,<p>All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. </p><ul><li>Crankshaft bearing + seal kit</li><li>Includes all of the bearings and seals needed for the procedure</li><li>Bearings treated to minimise friction</li><li>Product developed during competition riding in the USA</li><li>Dimensions are identical to the original set-up<br></li></ul>,"
All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. Crankshaft bearing + seal kitIncludes all of the bearings and seals needed for the procedureBearings treated to minimise frictionProduct developed during competition riding in the USADimensions are identical to the original set-up",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,415,390,112,109,34,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008887-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI4NDZ8aW1hZ2UvanBlZ3xhR00yTDJneE5TODRPVFV5T1RNNE1UTTFOVGd5THpFd01EZzRPRGN0TVY4NE1EQlhlRGd3TUVnfDhkMWU3N2I5ODk0NjlmODdlZmJiYjA0NGY5MGUwMDlmNDJkZWNmYTU5NjlmYzBkMGRkYjM2YzM2NGYxZGQwMGY,https://api.mybihr.com/medias/1008887-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MjMxfGltYWdlL2pwZWd8YURrMkwyZ3hZeTg0T1RVeU9UTTRNek15TVRrd0x6RXdNRGc0T0RjdE1sODRNREJYZURnd01FZ3xiMDY0ODE3MzQwNWUyZWJmOGJhODJiZjhmOGJmNDM0NmFhNGQ1ZTQ0ODI4MjI3NTFlZDRiZDE4YmVjZjJlNWIy,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008918,641118,24-2033,ALL BALLS,ALLBA CRANKSHAFT OIL SEAL KIT,Kit de retenes de cigüeñal ALL BALLS,24.55,20.29,12.17,24-2033,2,8714109090,0,1,<ul>  <li>Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.</li>  <li>Kit de retenes para cigüeñal</li>  <li>Medidas y características idénticas a las del equipo original</li>  <li>Se venden por pares</li></ul>,"  Todos los retenes All Balls para cigüeñal permiten reparar la estanqueidad de la biela de forma fiable y sin afectar al rendimiento.  Kit de retenes para cigüeñal  Medidas y características idénticas a las del equipo original  Se venden por pares",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,159,47,119,111,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008918-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2NzV8aW1hZ2UvanBlZ3xhR05qTDJobU15ODRPVEF3T1RZNE5qRXhPRGN3THpFd01EZzVNVGd0TVY4NE1EQlhlRGd3TUVnfDQ1M2VlMmM5MmQxMzNlOWE2OWI5OGJjNTE2ZWJiZDdhOGZiN2ZmODc2OTJlMDNkZDYyMTkwNTM2YTNhNTI3NDY,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008886,34611,24-1107,ALL BALLS,ALLBA CRANKSHAFT BEARING KIT,Kit rodamientos de cigüeñal All Balls 24-1107,82.23,67.96,40.78,34611,4,8714109090,0,1,<p>All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. </p><ul><li>Crankshaft bearing + seal kit</li><li>Includes all of the bearings and seals needed for the procedure</li><li>Bearings treated to minimise friction</li><li>Product developed during competition riding in the USA</li><li>Dimensions are identical to the original set-up<br></li></ul>,"
All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. Crankshaft bearing + seal kitIncludes all of the bearings and seals needed for the procedureBearings treated to minimise frictionProduct developed during competition riding in the USADimensions are identical to the original set-up",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,638,511,119,114,47,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008886-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM2NDR8aW1hZ2UvanBlZ3xhR1ZsTDJoa015ODRPRFUyTXpVNU56azJOelkyTHpFd01EZzRPRFl0TVY4NE1EQlhlRGd3TUVnfGViMzlmMDkzNTFjMjk0N2FjMzAxMjZkZmViMTE1NDQ0MjczMzUzNjVmMzcxMTYwOTc3OWUyMDdkNzgzNDViYjI,https://api.mybihr.com/medias/1008886-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MjMxfGltYWdlL2pwZWd8YURFeUwyZ3lPUzg0T0RVMk16WXdNVGc1T1RneUx6RXdNRGc0T0RZdE1sODRNREJYZURnd01FZ3xhNTY2YmMyM2Q4NDFkMzViZjcwNmU1MTBiY2NmNzQ2ZGVkZGI4M2Q4MmI0NDc4MTA4YTJhMDcwN2EwZGMwYmNm,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1008847,34533,24-1021,ALL BALLS,ALLBA CRANKSHAFT BEARING+SEAL KIT,Kit rodamientos y retenes de cigüeñal All Balls 24-1021,113.62,93.90,56.34,412019,2,8714109090,0,1,<p>All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. </p><ul><li>Crankshaft bearing + seal kit</li><li>Includes all of the bearings and seals needed for the procedure</li><li>Bearings treated to minimise friction</li><li>Product developed during competition riding in the USA</li><li>Dimensions are identical to the original set-up<br></li></ul>,"
All Balls crankshaft bearing + seal kits allow you to recondition your crankshaft and improve its reliability and performance. Crankshaft bearing + seal kitIncludes all of the bearings and seals needed for the procedureBearings treated to minimise frictionProduct developed during competition riding in the USADimensions are identical to the original set-up",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,814,652,117,116,60,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1008847-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg5OTB8aW1hZ2UvanBlZ3xhREV5TDJobVlpODRPRGN6TURZd05UazNOemt3THpFd01EZzRORGN0TVY4NE1EQlhlRGd3TUVnfDJhNzdjNzc3MTc0ZTliYzFkMmNjMGYxMTMyOWMwMDIzYTQ0ZTEyZjIyZWMzOTFjMWU3NDM1ZDE1NTQ4MjRiYzE,https://api.mybihr.com/medias/1008847-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MjMxfGltYWdlL2pwZWd8YURReEwyaG1OQzg0T0Rjek1EWXdOemswTXprNEx6RXdNRGc0TkRjdE1sODRNREJYZURnd01FZ3w0NDlhNjQzNzU1YzkxMWY1MjY3ZjM2MzMzMTZjMGRkMGE1NGUxODZhNjliNDg5OTI5NGE2ODhlOWFlMTA5YzZk,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
