PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Especificaciones,Espesor (mm),Rango de uso,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1006595,46309,5PK948180,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,80MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,8 mm",11.27,9.31,6.05,8430525463097,7,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,31,100,99,45,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006595-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFESm1MMmhqTVM4NU9EZ3lNREExTURVMU1EZ3hOQzg0TURCWGVEZ3dNRWhmTVRBd05qVTVOUzB4TG1wd1p3fGM4YTU2MDljOWQ4ODNmMThjZjU0ZWFkOGYyNTVkMzcyZmIyMzJjYzgyNjM2ZTU4MDJhNmZjOWExZGE3YWY1Zjc,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006596,46310,5PK948185,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,85MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,85 mm",11.27,9.31,6.05,8430525463103,9,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,23,100,76,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006596-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFEY3lMMmhpWVM4NU9EZ3lNREExTURjME56UXlNaTg0TURCWGVEZ3dNRWhmTVRBd05qVTVOaTB4TG1wd1p3fDU2MjMyZjA2MWQxYmY0YjQwNDlkYmUyMzMwYzYxMjQ4MjVhZWUzM2JhNmU2MjAyZWZmMTRlZjM5NGIxYTc2MzM,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006598,46312,5PK948195,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,95MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,95 mm",11.27,9.31,6.05,8430525463127,8,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,54,100,103,58,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006598-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFESTJMMmcyTlM4NU9EZ3lNREExTVRFME1EWXpPQzg0TURCWGVEZ3dNRWhmTVRBd05qVTVPQzB4TG1wd1p3fDg1MTBkN2NmNzEwNTcxZmZlOGRmODhjYThjMDc2ZmFhYjA2ZTk3ZmZiNDU1ZDBmNzQyOWVhZTY4NmIzNjhjNDY,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006599,46313,5PK948200,HOT CAMS,"HOTCA VALVE SHIM 9,48X2,00MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 2 mm",11.27,9.31,6.05,8430525463134,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,41,2,95,48,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006599-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFEWTRMMmcxWlM4NU9EZ3lNREExTVRNek56STBOaTg0TURCWGVEZ3dNRWhmTVRBd05qVTVPUzB4TG1wd1p3fDBkMDFlY2UyM2Q4NTU4YTlkZjc1ZTE3ZmQ0MjIzZTk3NDViMmYyOGFmYTU5YTJmZTliYTNjODE0MTViZGVhNDU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006600,46314,5PK948205,HOT CAMS,"HOTCA VALVE SHIM 9,48X2,05MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 2,05 mm",11.27,9.31,6.05,8430525463141,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,33,4,97,48,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006600-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFEazRMMmcxTnk4NU9EZ3lNREExTVRVek16ZzFOQzg0TURCWGVEZ3dNRWhmTVRBd05qWXdNQzB4TG1wd1p3fGU3N2RiMzFmOTA2MDhmMWQzMGY4YjI3NTE1NjhlNjVlYjA3ZGU1ODNiODA1MTcwOGIxMmUwMmUxY2QyY2I3ODY,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006603,46317,5PK948220,HOT CAMS,"HOTCA VALVE SHIM 9,48X2,20MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 2,2 mm",11.27,9.31,6.05,8430525463172,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18,2,95,48,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006603-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFEY3dMMmd3TkM4NU9EZ3lNREExTWpFeU16WTNPQzg0TURCWGVEZ3dNRWhmTVRBd05qWXdNeTB4TG1wd1p3fDI0OGM5YzMxZjU3NmEyZDc2YTY1YmVhYzA3NTNmODU1YTI1MTA5ZTNhYjgzNjcyZTNmZmUzZGNmNTA4NDBkZGI,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006604,46318,5PK948225,HOT CAMS,"HOTCA VALVE SHIM 9,48X2,25MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 2,25 mm",11.27,9.31,6.05,5PK948225,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,34,5,98,50,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006604-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFEUXhMMmd3WWk4NU9EZ3lNREExTWpNeU1ESTROaTg0TURCWGVEZ3dNRWhmTVRBd05qWXdOQzB4TG1wd1p3fGM1ODNhOGNmNTcxYzhiMDk0MzFjMjhiMzk1NmEwNTFlMjM2YTNlNzQwMzA5ZjI3MGM2OGY1OTAxMDU2Yjc0ZGU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006517,46231,5PK748140,HOT CAMS,"HOTCA VALVE SHIM 7,48X1,40MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 1,4 mm",11.27,9.31,6.05,8430525462311,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,100,66,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006517-1.jpg?context=bWFzdGVyfHJvb3R8NTgzNjl8aW1hZ2UvanBlZ3xhR0pqTDJnMlpTODVPRGd5TURBME1EVXlNemd3Tmk4NE1EQlhlRGd3TUVoZk1UQXdOalV4TnkweExtcHdad3xiZDE4ZjUyMjI5MWEzMzdkMGQ5OGEwMzk2MTY2NTQ1OTk3MDY1ZTQyNTk2MDJmMzQxNWQ2OTc5OGFlMzBiZTRk,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006520,46234,5PK748155,HOT CAMS,"HOTCA VALVE SHIM 7,48X1,55MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 1,55 mm",11.27,9.31,6.05,8430525462342,22,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,21,100,68,78,4,,,,,,https://api.mybihr.com/medias/1006520-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGcyTDJoaU15ODRPVFV5T0RVd05UYzVORGcyTHpFd01EWTFNakF0TVY4NE1EQlhlRGd3TUVnfDI2MTczNDRmNGQwODgzZjkyN2Q2NzM5NmFkODFjOGNmMjQ3NmY0OWMxNDAyNWI5ZTAxNzA4NGVmYmExYzYzZDE,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006626,46340,5PK948335,HOT CAMS,"HOTCA VALVE SHIM 9,48X3,35MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 3,35 mm",11.27,9.31,6.05,8430525463400,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,44,4,62,78,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006626-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFEZGlMMmd4WXk4NU9EZ3lOREU0TkRRek1EWXlNaTg0TURCWGVEZ3dNRWhmTVRBd05qWXlOaTB4TG1wd1p3fGEyODNhMmM1ZjU2ZmYyMmEyNmJjOTFiNjNiZTdhMGNlYmQzMTM1NWNkNjFkZjQ3YTY5ZmVkYTdlNjBhMGRkY2I,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018914,,1009-1,HOT CAMS,HOTCA CAMSHAFT STAGE 1,Arbol de levas HOT CAMS  - Stage 1 Honda XR650R,403.12,333.16,216.55,1009-1,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1541,625,250,79,78,,,,,,https://api.mybihr.com/medias/800Wx800H-1018914-1.jpg?context=bWFzdGVyfHJvb3R8MjEyMjN8aW1hZ2UvanBlZ3xhR001TDJnM1lTODVPRGd5TkRNNU1qa3pNelF3Tmk4NE1EQlhlRGd3TUVoZk1UQXhPRGt4TkMweExtcHdad3wxZmUwZjU3YTQyOGM3ZTVmM2ZhOGUyYmI2OWI2NTZkYzZlZGE2YmY4YzhkZTk4MTA2NDI5Yzg1Y2RkMjcwNGE1,https://api.mybihr.com/medias/1018914-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzM3MDF8aW1hZ2UvanBlZ3xhR0V5TDJneE1pOHhNRGM1TVRFeE1ERTRNRGc1TkM4eE1ERTRPVEUwTFRKZk9EQXdWM2c0TURCSXwxNjNhNmFhMWE0YzVkOTVjNjkyNmNjZDhhMGM1NGExNmUyMjBiZjlkZGQxZGRjMjA3NDk4ZDk5NGZmZDE5MDJj,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018912,,1006-1,HOT CAMS,HOTCA CAMSHAFT STAGE 1,Arbol de levas HOT CAMS  - Stage 1 Honda XR250R,388.72,321.26,208.82,1006-1,1,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1541,535,250,79,78,,,,,,https://api.mybihr.com/medias/1018912-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI4ODJ8aW1hZ2UvanBlZ3xhRGcwTDJobVlTOHhNRGM1TVRFd09URXpNak14T0M4eE1ERTRPVEV5TFRGZk9EQXdWM2c0TURCSXwzNTU3OTE3MTZjNzlmMjU1ZGY5ZDJmNTQ1ZTgwODUwOTZkZTMzMjAyZDM2OTFlYzBhYTcwMDY5NzMyN2M2OWI2,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1019000,,4281-2E,HOT CAMS,HOTCA CAMSHAFT STAGE 2 - EXHAUST,Arbol de levas HOT CAMS ESCAPE - Stage 2 Yamaha YZ450F,323.93,267.71,174.01,4281-2E,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1061,471,245,76,57,,,,,,https://api.mybihr.com/medias/800Wx800H-1019000-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5MTh8aW1hZ2UvanBlZ3xhRE00TDJneU9DODVPRGd5TkRRd01UTTROelUxTUM4NE1EQlhlRGd3TUVoZk1UQXhPVEF3TUMweExtcHdad3xjMTExODM2MTYyZDYzMTlhYzRjNzYxMzE0MWM2YzMwNjE2MTljZjNiOTY4Y2E5ZGM2Njk1MjIxMTIzMWQ0Nzkw,https://api.mybihr.com/medias/1019000-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTM3ODEwfGltYWdlL2pwZWd8YUdOa0wyaGxaUzh4TURjNU1URXpNekV4T0RRNU5DOHhNREU1TURBd0xUSmZPREF3VjNnNE1EQkl8YTc5ZjYxZGYwNmNkYzc2NGJlMmIwYjY3YTI0NTVjZTJlMGE5YmEyYTNmZDI3YjFlY2I1YThhYzc0OWYwZWM3NA,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018983,,3307-E,HOT CAMS,HOTCA CAMSHAFT STAGE 1 - EXHAUST,Arbol de levas HOT CAMS ESCAPE - Stage 1 & 2 KTM,699.33,577.96,375.67,3307-E,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1490,341,245,76,80,,,,,,https://api.mybihr.com/medias/800Wx800H-1018983-1.jpg?context=bWFzdGVyfHJvb3R8MjU2MzV8aW1hZ2UvanBlZ3xhR05rTDJoaU1TODVPRGd5TkRNNU9UUXlNVFEzTUM4NE1EQlhlRGd3TUVoZk1UQXhPRGs0TXkweExtcHdad3wxNzExN2YzYWVjMGUwZmE4MmZiZjEyNWZhYzZiMWQyMzZmNDc1NDQwODhhMWJiYzI0YjllMjc5NWMxMGM4OTUx,https://api.mybihr.com/medias/1018983-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTkyMTN8aW1hZ2UvanBlZ3xhRFF6TDJnek5pOHhNRGM1TVRFeU56SXlNREkxTkM4eE1ERTRPVGd6TFRKZk9EQXdWM2c0TURCSXwwZGQyN2Y3YTJiYmJmYjg5Mzg4ZTgwNGEyNTBiMmQ5NjEwZWNkZDczMGI1NjlmMmM1MGNkYjE0ZDNjNWJhNzUw,https://api.mybihr.com/medias/1018983-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTMyMDV8aW1hZ2UvanBlZ3xhR0kyTDJneU9DOHhNRGM1TVRFeU56WXhNelEzTUM4eE1ERTRPVGd6TFROZk9EQXdWM2c0TURCSXwxYTBiZTE2M2FlZjhiZjIyN2ZhN2FjYTM5MGUxNjJhM2U4ZjU1ZDc3NTc2M2E0Yzg5ZDQ3YjFjM2MyOWZkZTgw,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1019012,,5247-2,HOT CAMS,HOTCA CAMSHAFT STAGE 2,Arbol de levas HOT CAMS  - Stage 2 Polaris,448.38,370.56,240.86,5247-2,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1488,1006,245,81,75,,,,,,https://api.mybihr.com/medias/1019012-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTY2MDl8aW1hZ2UvanBlZ3xhREJpTDJnek5DODRPVFV6TWpJd016azVNVE0wTHpFd01Ua3dNVEl0TVY4NE1EQlhlRGd3TUVnfDczNWIzMDRiNTZhZDlhYThiMjg1MGVlY2I5YTU2YTgxYmZjODgwMjNiZGZhZTI4YjM5ZWQ1YmFiYTg1NTlmMTU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
