PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Clasificación de capas,Compuesto de neumático,Diámetro de la llanta,Espesor (mm),Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Tipo de cámara de aire,Tipo de válvula,Unidades por caja,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
9007359,,1R6V2053,KENDA,KENDA TIRE K711 130/70-17,Neumático KENDA K711 130/70-17 62S E TL,75.63,62.50,43.75,4711041566580,2,4011400000,0,1,"<p>Opci&oacute;n de neum&aacute;tico deportivo para motos de 50&thinsp;cc a 500&thinsp;cc.<br> Los surcos de la banda de rodamiento son muy pr&aacute;cticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracci&oacute;n en carreteras mojadas.<br> El dise&ntilde;o de la banda de rodadura permite minimizar los efectos del desgaste escalonado.<br> &nbsp;</p>","
Opción de neumático deportivo para motos de 50 cc a 500 cc. Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas. El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.  ",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,53816,5240,620,620,140,70,130,Clásico/Urbano (diagonal y cruzado) & Supermoto,,,17,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,62,S < 180 km/h,,K711,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007359-1.jpg?context=bWFzdGVyfHJvb3R8MTc1MDExfGltYWdlL2pwZWd8YURRMUwyaGhOUzgyTkRFM056WXpNakU0TWpNd01pODRNREJYZURnd01FaGZPVEF3TnpNMU9TMHhMbXB3Wnd8YTQ5NGVlNGM1MTAyYjJlMzYzNDViODM0OTJkYTEyYjEzMTRkZjRhOWYzZmJiYjBlYWE0MTQ5NDY1ODdkZThjMw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007360,,1R4N1059,KENDA,KENDA TIRE K711F 100/80-17,Neumático KENDA K711F 100/80-17 52S E TL,64.25,53.10,37.17,,0,4011400000,0,1,"<p>Opci&oacute;n de neum&aacute;tico deportivo para motos de 50&thinsp;cc a 500&thinsp;cc.<br> Los surcos de la banda de rodamiento son muy pr&aacute;cticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracci&oacute;n en carreteras mojadas.<br> El dise&ntilde;o de la banda de rodadura permite minimizar los efectos del desgaste escalonado.<br> &nbsp;</p>","
Opción de neumático deportivo para motos de 50 cc a 500 cc. Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas. El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.  ",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,41772,4140,590,590,120,80,100,Clásico/Urbano (diagonal y cruzado) & Supermoto,,,17,,X-Ply,Neumáticos de motocicleta y scooter,E-Mark,52,S < 180 km/h,,K711,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007360-1.jpg?context=bWFzdGVyfHJvb3R8MTc1MzE4fGltYWdlL2pwZWd8YUdJNEwyZzVOeTgyTkRFM056WXpNalUzTlRVeE9DODRNREJYZURnd01FaGZPVEF3TnpNMk1DMHhMbXB3Wnd8OTBjMzJlZWI1NTlkMjlmYmE0OGYwNGY4OTI2NTYzYjcxOTAzNTI3MTlkNTRjNDg0ODQwMDQyZmFlOWI0ZTYxYQ,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007208,,1R2110J7,KENDA,KENDA TIRE K272 3.00-17,Neumático KENDA K272 3.00-17 45P E TT,37.51,31.00,21.70,4711041554259,14,4011400000,0,1,<p><strong>Neumático para ciclomotores</strong></p><p>  <br></p><p>- Disponible 4 medias homologadas.</p><p>- Aprobado por el DOT.</p>,"
Neumático para ciclomotores
  
- Disponible 4 medias homologadas.
- Aprobado por el DOT.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,28992,2640,602,602,80,,3.00,Clásico/Urbano (diagonal y cruzado),,,17,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,45,P < 150 km/h,,K272,Delantero/trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007208-1.jpg?context=bWFzdGVyfHJvb3R8NjkxMTl8aW1hZ2UvanBlZ3xhREZoTDJoa1lpODJOREUzTnpReU9UTTBPRE00TWk4NE1EQlhlRGd3TUVoZk9UQXdOekl3T0MweExtcHdad3w0MDc4ODU0YmNiODM1MjFjMWVmZTM0MGI4MDViYTQxZWNiMzNhMWQ3MzM1YmFiZTkwNjNhNjc5ZGFjZGRkY2I0,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007344,,1R931016,KENDA,KENDA TIRE K673F KRUZ 100/90-19,Neumático KENDA K673F KRUZ 100/90-19 57H E TL,109.87,90.80,63.56,4711041547794,0,4011400000,0,1,"<p><strong>Nuevo Kenda Kruz, concebido específicamente para las motos más grandes del mercado actual</strong></p><p><strong>Un excelente neumático para cualquier clima, con multitud de aplicaciones</strong></p><p>  <br></p><p>- Alternativa excelente para vehículos de mayor tamaño y peso.</p><p>- Banda de rodadura de neumáticos delantero y trasero diseñada para cualquier clima.</p><p>- Construcción diagonal cinturada de la carcasa delantera y trasera, para una mejor conducción y gran capacidad de carga.</p><p>- Nuevo compuesto de caucho para mejorar el kilometraje.</p><p>- Homologación DOT, categoría H.</p><p>- Sin cámara (TL).</p><p>- Disponible en 17 medidas de uso común.</p>","
Nuevo Kenda Kruz, concebido específicamente para las motos más grandes del mercado actual
Un excelente neumático para cualquier clima, con multitud de aplicaciones
  
- Alternativa excelente para vehículos de mayor tamaño y peso.
- Banda de rodadura de neumáticos delantero y trasero diseñada para cualquier clima.
- Construcción diagonal cinturada de la carcasa delantera y trasera, para una mejor conducción y gran capacidad de carga.
- Nuevo compuesto de caucho para mejorar el kilometraje.
- Homologación DOT, categoría H.
- Sin cámara (TL).
- Disponible en 17 medidas de uso común.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,44890,4831,670,670,100,90,100,Clásico/Urbano (diagonal y cruzado),,,19,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,57,H < 210 km/h,,KRUZ,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007344-1.jpg?context=bWFzdGVyfHJvb3R8MzY0NjJ8aW1hZ2UvanBlZ3xhRGt4TDJobVlTODJOREUzTnpZek1UYzRPVEE0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOek0wTkMweExtcHdad3w5NTA0YjM3YjhhNGU0YjExNjVkNmYxMTdlZGEyZDg1YjYxYTBlMjJjMTBhOGU3ZDBjMjQ5YWM0NTM5ZGE3ODgx,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007343,,1R3C2036,KENDA,KENDA TIRE K673 KRUZ 130/90-16,Neumático KENDA K673 KRUZ 130/90-16 74H E TL,137.58,113.70,79.59,4711041546414,3,4011400000,0,1,"<p><strong>Nuevo Kenda Kruz, concebido específicamente para las motos más grandes del mercado actual</strong></p><p><strong>Un excelente neumático para cualquier clima, con multitud de aplicaciones</strong></p><p>  <br></p><p>- Alternativa excelente para vehículos de mayor tamaño y peso.</p><p>- Banda de rodadura de neumáticos delantero y trasero diseñada para cualquier clima.</p><p>- Construcción diagonal cinturada de la carcasa delantera y trasera, para una mejor conducción y gran capacidad de carga.</p><p>- Nuevo compuesto de caucho para mejorar el kilometraje.</p><p>- Homologación DOT, categoría H.</p><p>- Sin cámara (TL).</p><p>- Disponible en 17 medidas de uso común.</p>","
Nuevo Kenda Kruz, concebido específicamente para las motos más grandes del mercado actual
Un excelente neumático para cualquier clima, con multitud de aplicaciones
  
- Alternativa excelente para vehículos de mayor tamaño y peso.
- Banda de rodadura de neumáticos delantero y trasero diseñada para cualquier clima.
- Construcción diagonal cinturada de la carcasa delantera y trasera, para una mejor conducción y gran capacidad de carga.
- Nuevo compuesto de caucho para mejorar el kilometraje.
- Homologación DOT, categoría H.
- Sin cámara (TL).
- Disponible en 17 medidas de uso común.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,53248,7998,640,640,130,90,130,Clásico/Urbano (diagonal y cruzado),,,16,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,74,H < 210 km/h,,KRUZ,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007343-1.jpg?context=bWFzdGVyfHJvb3R8MTY1MDMyfGltYWdlL2pwZWd8YUdJM0wyaGpOQzg0TWpNM01UZzVOamt3TVRZMk1pODRNREJYZURnd01FaGZPVEF3TnpNME15MHhMbXB3Wnd8MTZlYTNhYzI1ZDdkODYzMGE0OGI0MmNjOTYyMDk5YjM3YjA5Njc5Y2I2YTFlODA1YTdiMmIwMzQ4ZTY1OTdhYg,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007342,,1R3A20G7,KENDA,KENDA TIRE K671F CRUISER S/T 90/90-18,Neumático KENDA K671F CRUISER S/T 90/90-18 51H E TL,104.67,86.50,60.55,4711041546384,0,4011400000,0,1,"<p><strong>El Cruiser es un gran complemento para cualquier moto touring deportiva de cilindrada más pequeña.</strong></p><p>  <br></p><p>- Excelente elección para modelos touring deportivos ligeros.</p><p>- Surcos de perfil profundo, para cualquier tipo de clima.</p><p>- Sin cámara (TL).</p><p>- Homologación DOT, categoría H.</p><p>- Disponible en 13 medidas de uso común.</p><p>- NO recomendado para vehículos de alta capacidad de carga.</p>","
El Cruiser es un gran complemento para cualquier moto touring deportiva de cilindrada más pequeña.
  
- Excelente elección para modelos touring deportivos ligeros.
- Surcos de perfil profundo, para cualquier tipo de clima.
- Sin cámara (TL).
- Homologación DOT, categoría H.
- Disponible en 13 medidas de uso común.
- NO recomendado para vehículos de alta capacidad de carga.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,34596,4014,620,620,90,90,90,Clásico/Urbano (diagonal y cruzado),,,18,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,51,H < 210 km/h,,CRUISER S/T,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007342-1.jpg?context=bWFzdGVyfHJvb3R8NDAzNzd8aW1hZ2UvanBlZ3xhRGRtTDJoaU5pODRNakF4TURBek9USTFOVEEzTUM4NE1EQlhlRGd3TUVoZk9UQXdOek0wTWkweExtcHdad3w0YTIzMWRhYjU5MjYwM2M0ZTIyYjI4ZDVlOWUzMTQ4MGJlZDkxNTNiNzk3ZWMyYmZmNzU5ODRjYWFiYWZhMmM3,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007540,,1R091111,KENDA,KENDA TIRE K273 3.50-16,Neumático KENDA K273 3.50-16 52P E TT,47.43,39.20,27.44,4711041557281,3,4011400000,0,1,,,TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,31329,3640,590,590,90,,3.50,Clásico/Urbano (diagonal y cruzado),,,16,,X-Ply,Neumáticos de motocicleta y scooter,,52,P < 150 km/h,,K273,Trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007540-1.png?context=bWFzdGVyfHJvb3R8Mjk0NTAzfGltYWdlL3BuZ3xhR0kyTDJneVlTODNNRE14TURJM01qazVNVEkyTWk4NE1EQlhlRGd3TUVoZk9UQXdOelUwTUMweExuQnVad3xjNzQ2NWI1MjE0ZDhjYjZlY2Q2OTc2NDVhMWJiOWU1ZDdiMzZlNTRlZjU1YTYzZWFmZGQxYzdmMjE5MzJlOTIx,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007872,,1R3X2066,KENDA,KENDA TIRE K711F 140/60-17,Neumático KENDA K711 140/60-17 63H E TL,104.89,86.69,60.68,4711041556024,0,4011400000,0,1,"<p>Opción de neumático deportivo para motos de 50 cc a 500 cc.<br>
Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas.<br>
El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.<br>
&nbsp;</p>","
Opción de neumático deportivo para motos de 50 cc a 500 cc.
Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas.
El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.
 ",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,1,5407,10,10,10,60,140,Clásico/Urbano (diagonal y cruzado),,,17,,X-Ply,Neumáticos de motocicleta y scooter,,60,H < 210 km/h,,K711,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007872-1.jpg?context=bWFzdGVyfHJvb3R8NDAzMDB8aW1hZ2UvanBlZ3xhRGd3TDJoa1pTODVPRGt3TmpZNU5qY3hNakl5TWk4NE1EQlhlRGd3TUVoZk9UQXdOemczTWkweExtcHdad3xiM2Q1YThmMTRmY2Q4NmJhYTUxNGRkMWIyMmY2YzgwMTQ5NzJlNDFiZmJiYjRhMzM1OGRhZmY0ZTdhOGQ0NzQz,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007871,,1R461073,KENDA,KENDA TIRE K711F 110/70-17,Neumático KENDA K711F 110/70-17 54H E TL,85.10,70.33,49.23,4711041556086,0,4011400000,0,1,"<p>Opción de neumático deportivo para motos de 50 cc a 500 cc.<br>
Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas.<br>
El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.<br>
&nbsp;</p>","
Opción de neumático deportivo para motos de 50 cc a 500 cc.
Los surcos de la banda de rodamiento son muy prácticos y permiten un drenaje del agua excelente, lo que garantiza una gran tracción en carreteras mojadas.
El diseño de la banda de rodadura permite minimizar los efectos del desgaste escalonado.
 ",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG X-PLY,1,4064,10,10,10,70,110,Clásico/Urbano (diagonal y cruzado),,,17,,X-Ply,Neumáticos de motocicleta y scooter,,70,H < 210 km/h,,K711,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007871-1.jpg?context=bWFzdGVyfHJvb3R8NDc3NTZ8aW1hZ2UvanBlZ3xhR1kzTDJnMk9TODVPRGt3Tmpjd01EQTFORFUxT0M4NE1EQlhlRGd3TUVoZk9UQXdOemczTVMweExtcHdad3xhNzlkZmRkMTZkOWY4MjQ2MzY5M2JiOGQ3N2Y0OTYxMThmODQxZjMzZTYzZTMyN2FlNWZkMDVjZmM2MTM0NjAx,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007203,,1R031115,KENDA,KENDA TIRE K262 SMALL BLOCK 3.00-18,Neumático KENDA K262 SMALL BLOCK 3.00-18 48P E TL/TT,52.39,43.30,30.31,4711041545820,0,4011400000,0,1,"<p><strong>Neumatico trial ideal para reemplazar el original</strong></p><p>  <br></p><p>- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.</p><p>- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.</p><p>- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.</p><p>- Cumple con las normas DOT y E-Mark.</p><p>- Disponible en 4 medidas populares.</p>","
Neumatico trial ideal para reemplazar el original
  
- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.
- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.
- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.
- Cumple con las normas DOT y E-Mark.
- Disponible en 4 medidas populares.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR STR X-PLY,30752,3239,620,620,80,,3.00,Trail on-off & Trial,,,18,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,49,P < 150 km/h,,SMALL BLOCK,Delantero/trasero,TL/TT - Para cámara y Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007203-1.jpg?context=bWFzdGVyfHJvb3R8MTU2Mzc1fGltYWdlL2pwZWd8YUdSa0wyaGlaQzg0TWpJNU5USTNORGcyTkRZM01DODRNREJYZURnd01FaGZPVEF3TnpJd015MHhMbXB3Wnd8MTViYjY1OWNiMDA3MmNmNjlhMDQwZjFmOGJjZmVhMWE4ZmFhYmNjNjExNzUyMDQyZjEyMzViNGNlMTdjZTMyMg,https://api.mybihr.com/medias/800Wx800H-9007203-2.jpg?context=bWFzdGVyfHJvb3R8OTg4NTR8aW1hZ2UvanBlZ3xhRFkwTDJnMll5ODRNakk1TlRJM05URXlOamd4TkM4NE1EQlhlRGd3TUVoZk9UQXdOekl3TXkweUxtcHdad3xkNDQyN2VmYTY1ZDcxMjEzMGU4OTBkMDA0NDFmZmIyMWYzMjdhZDkwYTYxMWM0OWYyNjM1ZTRlM2Q5MGY2YmMy,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007200,,1R901046,KENDA,KENDA TIRE K262 SMALL BLOCK 2.50-17,Neumático KENDA K262 SMALL BLOCK 2.50-17 38P E TT,32.67,27.00,18.90,4711041556482,0,4011400000,0,1,"<p><strong>Neumatico trial ideal para reemplazar el original</strong></p><p>  <br></p><p>- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.</p><p>- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.</p><p>- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.</p><p>- Cumple con las normas DOT y E-Mark.</p><p>- Disponible en 4 medidas populares.</p>","
Neumatico trial ideal para reemplazar el original
  
- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.
- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.
- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.
- Cumple con las normas DOT y E-Mark.
- Disponible en 4 medidas populares.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR STR X-PLY,20886,2150,590,590,60,,2.50,Trail on-off & Trial,,,17,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,38,P < 150 km/h,,SMALL BLOCK,Delantero/trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007200-1.jpg?context=bWFzdGVyfHJvb3R8MTQ4Njc3fGltYWdlL2pwZWd8YURJeEwyZ3hNUzgyTkRFM056UXlOalU1TlRnM01DODRNREJYZURnd01FaGZPVEF3TnpJd01DMHhMbXB3Wnd8M2RkZTRiYmZlOGJlOGQ5YTNjOWQwNTM1OTQwMjljOWYzMTIwMzM4ZWY5NTlmMjc0Njk1MmU0MmUzMTRlYmUzMw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007201,,1R241027,KENDA,KENDA TIRE K262 SMALL BLOCK 2.75-21,Neumático KENDA K262 SMALL BLOCK 2.75-21 45P E TT,51.67,42.70,29.89,4711041554273,10,4011400000,0,1,"<p><strong>Neumatico trial ideal para reemplazar el original</strong></p><p>  <br></p><p>- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.</p><p>- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.</p><p>- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.</p><p>- Cumple con las normas DOT y E-Mark.</p><p>- Disponible en 4 medidas populares.</p>","
Neumatico trial ideal para reemplazar el original
  
- Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.
- Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.
- Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.
- Cumple con las normas DOT y E-Mark.
- Disponible en 4 medidas populares.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR STR X-PLY,33327,2918,690,690,70,,2.75,Trail on-off & Trial,,,21,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,45,P < 150 km/h,,SMALL BLOCK,Delantero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007201-1.jpg?context=bWFzdGVyfHJvb3R8MTU2Mzc1fGltYWdlL2pwZWd8YURKa0wyaGpOQzg0TWpJNU5USTNNekk1TVRnd05pODRNREJYZURnd01FaGZPVEF3TnpJd01TMHhMbXB3Wnd8OTEzYzVkNDQwNjkxYWRkMGVmNmIwYzU2MTEwMjg2N2M4OTNkZDViM2MwMGU1NTQzYWJhYTZmZjQxMDRjNjllZA,https://api.mybihr.com/medias/800Wx800H-9007201-2.jpg?context=bWFzdGVyfHJvb3R8OTg4NTR8aW1hZ2UvanBlZ3xhR1ppTDJoalpDODRNakk1TlRJM016VTFNemsxTUM4NE1EQlhlRGd3TUVoZk9UQXdOekl3TVMweUxtcHdad3w0ZDE2MTQ1Njc2ZmYzMTcxNTNjMTc3MTFjZGUzMzk0NjQzNzM5YzA0NTFkZWNhMDVmNDI1MWRlYWJlN2JjZDgx,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007202,,1R2510B9,KENDA,KENDA TIRE K262 SMALL BLOCK 3.00-17,Neumático KENDA K262 SMALL BLOCK 3.00-17 45P E TT,44.53,36.80,25.76,4711041550039,0,4011400000,0,1,"<p>Neumatico trial ideal para reemplazar el original<br> </p><ul><li>Banda de rodadura con dise&ntilde;o de rejilla cl&aacute;sico, y tacos salientes en los hombros para mayor estabilidad.</li><li>Aplicaci&oacute;n 50% ciudad, 50% barro, para usarlo con m&aacute;s confianza en cualquier superficie.</li><li>Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de peque&ntilde;a cilindrada.</li><li>Cumple con las normas DOT y E-Mark.</li><li>Disponible en 4 medidas populares.</li></ul>","
Neumatico trial ideal para reemplazar el original Banda de rodadura con diseño de rejilla clásico, y tacos salientes en los hombros para mayor estabilidad.Aplicación 50% ciudad, 50% barro, para usarlo con más confianza en cualquier superficie.Concebido para la Honda Super Cub y otros modelos de motos urbanas y trail de pequeña cilindrada.Cumple con las normas DOT y E-Mark.Disponible en 4 medidas populares.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR STR X-PLY,28800,2991,600,600,80,,3.00,Trail on-off,,,17,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,45,P < 150 km/h,,SMALL BLOCK,Delantero/trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007202-1.jpg?context=bWFzdGVyfHJvb3R8MTU2Mzc1fGltYWdlL2pwZWd8YURoaUwyaGtPQzg0TWpJNU5USTNNemc0TVRZek1DODRNREJYZURnd01FaGZPVEF3TnpJd01pMHhMbXB3Wnd8NDM4NGE0MDA5OTA2MzE2ODliOWJhZWEzZDQzMWM0ODU3YzJjYjVjZjgyYjU3MDRkZWMxZWNkNjRlN2NhMDIzZg,https://api.mybihr.com/medias/800Wx800H-9007202-2.jpg?context=bWFzdGVyfHJvb3R8OTg4NTR8aW1hZ2UvanBlZ3xhR1poTDJoa05TODRNakk1TlRJM05ERTBNemMzTkM4NE1EQlhlRGd3TUVoZk9UQXdOekl3TWkweUxtcHdad3xkZmQ5MWU4OTAyMTAyZTNmYmViZWRkODRjZTI1NjNkYjVmZGMyMjIxM2NkODhmNDdjNWFmMWFhMWE1MGY5YWM2,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007541,,1R991021,KENDA,KENDA TIRE K262 SMALL BLOCK 2.75-17,Neumático KENDA K262 SMALL BLOCK 2.75-17 41P E TT,33.88,28.00,19.60,4711041550145,9,4011400000,0,1,,,TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR STR X-PLY,27848,2580,590,590,80,,2.75,Trail on-off & Trial,,,17,,X-Ply,Neumáticos de motocicleta y scooter,,41,P < 150 km/h,,K764,Delantero/trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007541-1.jpg?context=bWFzdGVyfHJvb3R8MTQ4Njc3fGltYWdlL2pwZWd8YURBM0wyaGxNaTgzTURNeE1ESTNOREV3TlRNM05DODRNREJYZURnd01FaGZPVEF3TnpVME1TMHhMbXB3Wnd8MDM0YTQxZTZiNTBiMzM5ZjJlOTgwZDJhNzE4NWQ3NzQ4OGYzMDZmNDg2NmVkMjY2YWM5OGY2YjZhZjQxODgwNA,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007206,,1R301011,KENDA,KENDA TIRE K270 DUAL SPORT 3.00-21,Neumático KENDA K270 DUAL SPORT 3.00-21 51P 4P E TT,59.17,48.90,34.23,4711041554341,4,4011400000,0,1,"<p><strong>El K270 Dual Sport es un sustituto perfecto de los neumáticos trail montados de origen</strong></p><p><strong>Proporciona el equilibrio perfecto entre una conducción suave en carretera y una tracción perfecta en terrenos trail</strong></p><p>  <br></p><p>- Sustituto perfecto de neumáticos de fábrica para motos doble propósito.</p><p>- Homologación DOT (aplicación 40% barro, 60% carretera).</p><p>- Carcasa de 4 y 6 lonas.</p><p>- Con cámara (TT).</p><p>- Disponible en 15 medidas de uso habitual.</p>","
El K270 Dual Sport es un sustituto perfecto de los neumáticos trail montados de origen
Proporciona el equilibrio perfecto entre una conducción suave en carretera y una tracción perfecta en terrenos trail
  
- Sustituto perfecto de neumáticos de fábrica para motos doble propósito.
- Homologación DOT (aplicación 40% barro, 60% carretera).
- Carcasa de 4 y 6 lonas.
- Con cámara (TT).
- Disponible en 15 medidas de uso habitual.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,39200,3747,700,700,80,90,90,Trail on-off,,,21,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,51,P < 150 km/h,,DUAL SPORT,Delantero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007206-1.jpg?context=bWFzdGVyfHJvb3R8NDk5NTB8aW1hZ2UvanBlZ3xhRFUwTDJneVlpODRNakF4TURBME1EUXpORGN4T0M4NE1EQlhlRGd3TUVoZk9UQXdOekl3TmkweExtcHdad3xmODdmOWEwYzQwOGU0MWRiY2M3NDYxMjc1YjE4Y2I5NTZhYTFmMGZiMGUzNGZmOTI4ZjRkZjM2ODgyYmZkMWZl,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
